timestamp,PECalama,PEValleDeLosVientos,PFVAzabache,PFVJama,PFVSanPedro,PFVUsya,SECalama,SEChuquicamata,SEJama,SELasana,SENuevaChuquicamata,SESalar,SEValleDeLosVientos
2024-01-01 03:29:00,10.882,5.989,0.024,0.000,0.000,0.001,8.683,24.544,-2.875,-2.246,10.362,9.792,9.404
2024-01-01 03:30:00,11.429,8.368,0.025,0.000,0.000,0.001,9.998,20.635,0.465,-2.677,10.975,14.240,10.497
2024-01-01 03:31:00,13.413,7.373,0.025,0.000,0.000,0.001,7.238,27.482,0.138,-1.296,8.200,11.013,8.761
2024-01-01 03:32:00,10.811,10.118,0.026,0.000,0.000,0.001,9.435,13.980,0.049,0.251,12.395,8.884,8.261
2024-01-01 03:33:00,12.751,8.449,0.026,0.000,0.000,0.001,9.664,30.956,0.593,-0.792,15.693,12.851,9.331
2024-01-01 03:34:00,11.955,9.910,0.027,0.000,0.000,0.001,13.531,33.299,-0.295,-2.011,12.824,11.738,7.256
2024-01-01 03:35:00,13.030,7.610,0.027,0.000,0.000,0.001,11.699,21.034,-0.740,2.529,14.419,11.235,9.066
2024-01-01 03:36:00,12.071,8.454,0.028,0.000,0.000,0.001,13.335,26.294,0.722,2.424,9.545,7.845,6.907
2024-01-01 03:37:00,11.614,7.181,0.028,0.000,0.000,0.002,10.448,18.096,0.674,-0.464,12.331,8.710,8.613
2024-01-01 03:38:00,12.143,9.327,0.029,0.000,0.000,0.002,14.280,23.964,0.824,2.031,10.393,10.070,8.724
2024-01-01 03:39:00,12.793,7.140,0.029,0.000,0.000,0.002,11.717,24.413,-0.979,-0.074,11.854,12.496,8.802
2024-01-01 03:40:00,10.538,8.935,0.030,0.000,0.000,0.002,7.629,30.538,0.439,0.864,13.106,12.130,8.273
2024-01-01 03:41:00,11.141,9.554,0.031,0.000,0.000,0.002,11.460,31.727,-0.497,0.250,11.144,8.761,7.170
2024-01-01 03:42:00,13.472,7.430,0.031,0.000,0.000,0.002,8.209,33.706,0.469,-0.858,16.084,10.936,7.111
2024-01-01 03:43:00,11.015,8.722,0.032,0.000,0.000,0.002,9.231,37.881,-1.517,0.186,10.534,13.319,8.728
2024-01-01 03:44:00,11.318,10.637,0.032,0.000,0.000,0.002,9.658,23.649,0.088,-1.118,12.975,11.209,8.519
2024-01-01 03:45:00,12.010,7.800,0.033,0.000,0.000,0.002,15.793,16.300,-0.726,-0.650,11.023,8.212,9.957
2024-01-01 03:46:00,10.096,8.490,0.034,0.000,0.000,0.002,15.496,26.025,-0.128,-0.602,12.784,11.145,10.865
2024-01-01 03:47:00,12.779,8.861,0.034,0.000,0.000,0.002,14.591,22.570,-1.916,-0.045,15.180,8.992,8.203
2024-01-01 03:48:00,10.351,8.327,0.035,0.000,0.000,0.002,12.566,17.476,-0.984,-1.218,11.982,10.155,7.512
2024-01-01 03:49:00,11.879,8.521,0.036,0.000,0.000,0.002,13.713,16.518,0.136,-0.189,10.638,6.187,9.735
2024-01-01 03:50:00,13.228,8.513,0.036,0.000,0.000,0.002,8.801,16.620,0.443,-1.617,11.977,11.822,9.872
2024-01-01 03:51:00,10.818,8.214,0.037,0.000,0.000,0.002,13.482,27.951,0.291,-1.267,11.680,14.839,10.999
2024-01-01 03:52:00,11.404,9.485,0.038,0.000,0.000,0.002,10.923,23.578,1.508,-0.481,10.172,10.716,9.267
2024-01-01 03:53:00,12.107,8.777,0.038,0.000,0.000,0.002,9.337,26.122,0.417,-2.479,16.039,8.919,7.781
2024-01-01 03:54:00,11.806,8.418,0.039,0.000,0.000,0.002,15.186,21.810,-0.150,-1.652,12.910,10.490,9.525
2024-01-01 03:55:00,11.929,7.418,0.040,0.000,0.000,0.002,12.869,29.040,-0.304,0.430,9.560,12.595,9.537
2024-01-01 03:56:00,11.068,8.218,0.041,0.000,0.000,0.003,5.973,21.879,1.196,0.076,7.772,17.234,11.376
2024-01-01 03:57:00,11.090,8.483,0.041,0.000,0.000,0.003,15.653,27.731,1.631,0.214,9.202,11.607,7.025
2024-01-01 03:58:00,12.003,6.611,0.042,0.000,0.000,0.003,10.490,28.471,0.798,-0.314,13.443,13.552,11.003
2024-01-01 03:59:00,11.925,9.349,0.043,0.000,0.000,0.003,11.060,18.347,1.468,0.038,14.846,16.058,7.857
2024-01-01 04:00:00,10.946,8.142,0.044,0.000,0.000,0.003,11.993,24.970,-0.015,1.201,12.442,9.278,8.352
2024-01-01 04:01:00,10.623,7.756,0.045,0.000,0.000,0.003,7.726,24.769,0.618,1.358,10.901,14.511,7.674
2024-01-01 04:02:00,11.363,9.539,0.045,0.000,0.000,0.003,16.834,34.753,1.780,0.731,10.195,11.627,9.366
2024-01-01 04:03:00,11.052,7.991,0.046,0.000,0.000,0.003,9.677,19.303,0.814,0.821,12.749,10.099,9.702
2024-01-01 04:04:00,10.887,8.124,0.047,0.000,0.000,0.003,9.781,22.075,-0.310,0.521,13.579,15.713,7.762
2024-01-01 04:05:00,11.406,7.902,0.048,0.000,0.000,0.003,13.602,16.386,-0.631,-0.443,13.746,8.225,10.091
2024-01-01 04:06:00,11.554,9.678,0.049,0.000,0.000,0.003,16.478,26.271,0.847,1.600,10.798,10.893,8.940
2024-01-01 04:07:00,10.408,6.080,0.050,0.000,0.000,0.003,6.334,21.571,-0.765,1.030,14.722,12.319,8.652
2024-01-01 04:08:00,9.887,7.574,0.051,0.000,0.000,0.003,13.625,22.988,0.985,-0.895,13.811,12.904,8.610
2024-01-01 04:09:00,13.071,8.296,0.052,0.000,0.000,0.004,10.060,19.216,-0.273,0.116,11.776,12.252,9.962
2024-01-01 04:10:00,11.441,8.284,0.052,0.000,0.000,0.004,9.832,19.724,0.398,-1.246,13.710,15.260,10.442
2024-01-01 04:11:00,10.352,11.370,0.053,0.000,0.000,0.004,10.903,24.092,0.131,1.198,12.970,12.020,8.708
2024-01-01 04:12:00,13.568,10.173,0.054,0.000,0.000,0.004,10.889,22.965,-0.372,-0.712,9.227,12.389,6.327
2024-01-01 04:13:00,11.844,8.446,0.055,0.000,0.000,0.004,14.540,22.926,-0.959,-1.592,17.416,12.219,8.160
2024-01-01 04:14:00,10.317,8.768,0.056,0.000,0.000,0.004,12.438,29.643,-0.601,1.049,17.372,13.437,11.027
2024-01-01 04:15:00,11.449,9.379,0.057,0.000,0.000,0.004,13.887,27.675,-0.411,1.027,12.544,14.621,9.766
2024-01-01 04:16:00,11.918,8.435,0.059,0.000,0.000,0.004,11.117,16.386,-0.469,-1.376,14.468,15.271,7.629
2024-01-01 04:17:00,10.902,7.648,0.060,0.000,0.000,0.004,11.199,28.564,-0.975,0.782,8.566,12.879,7.966
2024-01-01 04:18:00,11.087,8.510,0.061,0.000,0.000,0.005,8.663,27.292,-0.517,-0.233,7.271,16.890,8.573
2024-01-01 04:19:00,12.652,7.882,0.062,0.000,0.000,0.005,10.209,26.146,0.747,0.459,11.034,8.302,9.998
2024-01-01 04:20:00,10.900,8.226,0.063,0.000,0.000,0.005,9.944,22.875,-0.490,1.949,13.197,12.318,9.376
2024-01-01 04:21:00,13.413,6.695,0.064,0.000,0.000,0.005,13.535,28.229,-0.056,0.339,10.002,9.496,9.637
2024-01-01 04:22:00,14.311,8.169,0.065,0.000,0.000,0.005,12.975,25.143,-0.876,0.539,10.794,7.958,7.631
2024-01-01 04:23:00,10.621,8.313,0.066,0.000,0.000,0.005,12.071,26.568,-0.643,1.194,17.435,13.634,6.395
2024-01-01 04:24:00,11.517,8.233,0.068,0.000,0.000,0.005,15.291,28.424,0.287,-1.241,10.430,8.269,9.961
2024-01-01 04:25:00,11.034,7.282,0.069,0.000,0.000,0.005,10.940,22.720,0.853,-1.147,17.621,15.020,11.796
2024-01-01 04:26:00,11.519,9.672,0.070,0.000,0.000,0.006,11.826,34.959,-0.797,-0.539,12.497,9.155,7.817
2024-01-01 04:27:00,12.404,8.267,0.071,0.000,0.000,0.006,13.027,19.574,-0.169,2.137,13.439,11.608,11.922
2024-01-01 04:28:00,11.289,7.872,0.072,0.000,0.000,0.006,8.965,24.234,-1.007,1.412,9.047,14.560,7.787
2024-01-01 04:29:00,10.712,9.570,0.074,0.000,0.000,0.006,16.609,19.507,0.039,-1.258,11.154,15.176,10.043
2024-01-01 04:30:00,11.183,8.392,0.075,0.000,0.000,0.006,11.519,35.752,0.919,1.165,11.775,12.471,7.202
2024-01-01 04:31:00,10.202,9.051,0.076,0.000,0.000,0.006,11.959,31.972,-0.535,-1.874,15.086,16.781,10.404
2024-01-01 04:32:00,10.821,8.986,0.078,0.000,0.000,0.006,13.466,16.111,-0.414,0.903,7.674,10.995,9.304
2024-01-01 04:33:00,12.702,7.558,0.079,0.000,0.000,0.007,11.804,26.250,-0.361,2.879,11.034,12.299,8.326
2024-01-01 04:34:00,12.213,7.743,0.081,0.000,0.000,0.007,8.061,28.676,-0.605,-0.130,6.516,15.127,8.473
2024-01-01 04:35:00,10.504,8.019,0.082,0.000,0.000,0.007,7.584,29.317,-0.025,-2.853,13.227,4.363,8.941
2024-01-01 04:36:00,12.666,8.157,0.083,0.000,0.000,0.007,11.373,27.266,1.268,-0.540,12.713,10.813,8.301
2024-01-01 04:37:00,11.580,6.292,0.085,0.000,0.000,0.007,8.005,21.411,-1.551,-2.767,10.710,14.353,8.528
2024-01-01 04:38:00,10.911,7.549,0.086,0.000,0.000,0.008,11.266,15.961,-0.736,0.352,16.079,14.282,7.835
2024-01-01 04:39:00,11.238,9.201,0.088,0.000,0.000,0.008,13.157,22.331,-0.040,-1.711,13.672,13.343,9.408
2024-01-01 04:40:00,11.780,7.125,0.089,0.000,0.000,0.008,8.570,20.679,0.968,0.027,15.791,15.093,8.363
2024-01-01 04:41:00,11.124,8.039,0.091,0.000,0.000,0.008,14.495,22.111,0.401,2.314,9.361,9.277,10.727
2024-01-01 04:42:00,11.507,6.563,0.093,0.000,0.000,0.008,12.466,24.773,0.425,0.349,13.325,11.780,8.313
2024-01-01 04:43:00,12.688,8.466,0.094,0.000,0.000,0.009,8.314,19.440,0.732,0.195,12.353,9.763,7.602
2024-01-01 04:44:00,12.459,8.760,0.096,0.000,0.000,0.009,6.604,28.381,-0.076,2.580,10.771,12.900,9.603
2024-01-01 04:45:00,11.794,8.911,0.097,0.000,0.000,0.009,9.651,31.119,2.113,1.147,9.685,10.827,8.023
2024-01-01 04:46:00,13.919,8.411,0.099,0.000,0.000,0.009,12.636,23.824,1.043,-0.283,4.796,11.446,11.405
2024-01-01 04:47:00,14.270,7.053,0.101,0.000,0.000,0.009,13.560,13.279,0.016,0.393,9.662,11.672,10.962
2024-01-01 04:48:00,10.120,10.317,0.103,0.000,0.000,0.010,11.953,20.676,-0.052,-3.745,10.543,15.191,7.312
2024-01-01 04:49:00,11.346,9.787,0.104,0.000,0.000,0.010,9.245,28.057,1.199,0.420,13.088,15.343,7.423
2024-01-01 04:50:00,13.900,9.233,0.106,0.000,0.000,0.010,14.171,21.075,-0.350,-2.137,8.542,9.004,6.684
2024-01-01 04:51:00,12.872,7.952,0.108,0.000,0.000,0.010,14.268,22.856,0.108,1.304,12.570,13.495,10.307
2024-01-01 04:52:00,13.695,8.406,0.110,0.000,0.000,0.011,15.296,24.866,-0.679,0.216,11.029,12.378,9.192
2024-01-01 04:53:00,13.468,7.857,0.112,0.000,0.000,0.011,15.258,28.003,0.522,0.934,9.065,11.308,10.965
2024-01-01 04:54:00,10.297,8.192,0.114,0.000,0.000,0.011,11.527,20.619,0.243,1.131,9.216,13.473,8.884
2024-01-01 04:55:00,10.107,8.828,0.115,0.000,0.000,0.011,9.618,21.946,1.289,0.138,7.483,5.044,8.761
2024-01-01 04:56:00,10.497,7.512,0.117,0.000,0.000,0.012,13.978,28.539,0.309,-0.143,15.192,16.010,9.226
2024-01-01 04:57:00,14.197,7.890,0.119,0.000,0.000,0.012,13.288,20.380,0.524,-0.050,12.778,14.362,8.808
2024-01-01 04:58:00,10.682,8.118,0.121,0.000,0.000,0.012,14.517,19.069,-0.740,0.847,12.198,12.102,8.709
2024-01-01 04:59:00,13.626,7.647,0.123,0.000,0.000,0.013,15.829,25.385,-1.592,1.094,13.018,8.403,12.393
2024-01-01 05:00:00,12.643,8.127,0.126,0.000,0.000,0.013,13.420,12.361,1.296,2.483,15.332,8.204,10.730
2024-01-01 05:01:00,11.471,7.414,0.128,0.000,0.000,0.013,14.751,34.682,0.193,2.855,12.781,9.351,8.884
2024-01-01 05:02:00,12.773,9.020,0.130,0.000,0.000,0.014,9.444,30.260,-0.068,-0.443,18.845,14.898,5.504
2024-01-01 05:03:00,10.656,9.366,0.132,0.000,0.000,0.014,13.467,20.717,-0.663,1.727,8.397,15.126,9.538
2024-01-01 05:04:00,10.556,9.573,0.134,0.000,0.000,0.014,14.348,19.946,-0.265,2.068,9.614,11.271,9.425
2024-01-01 05:05:00,12.294,7.550,0.136,0.000,0.000,0.015,13.063,18.956,1.077,1.631,9.659,9.367,9.627
2024-01-01 05:06:00,12.358,8.213,0.139,0.001,0.001,0.015,13.295,24.061,0.408,1.786,13.650,11.484,8.771
2024-01-01 05:07:00,10.638,7.309,0.141,0.001,0.001,0.015,14.573,26.014,-1.322,1.489,12.051,16.466,8.820
2024-01-01 05:08:00,14.148,7.804,0.143,0.001,0.001,0.016,9.506,27.233,-0.309,-1.491,12.546,10.772,8.461
2024-01-01 05:09:00,12.470,9.645,0.146,0.001,0.001,0.016,15.373,18.861,0.047,-1.141,11.790,6.300,10.340
2024-01-01 05:10:00,13.275,6.551,0.148,0.001,0.001,0.016,12.229,22.289,0.296,0.126,13.242,13.763,6.188
2024-01-01 05:11:00,12.788,10.142,0.151,0.001,0.001,0.017,7.935,25.641,-0.186,1.253,15.369,11.343,6.683
2024-01-01 05:12:00,11.557,10.639,0.153,0.001,0.001,0.017,8.555,25.570,1.481,1.507,9.171,7.703,8.494
2024-01-01 05:13:00,13.002,8.585,0.155,0.001,0.001,0.018,7.886,23.111,1.134,0.224,7.301,14.326,9.140
2024-01-01 05:14:00,11.466,10.208,0.158,0.001,0.001,0.018,11.517,15.948,-0.229,-0.803,8.903,13.637,6.414
2024-01-01 05:15:00,11.571,8.198,0.161,0.001,0.001,0.018,12.823,20.549,-0.696,-0.863,12.230,12.574,8.545
2024-01-01 05:16:00,9.663,10.362,0.163,0.001,0.001,0.019,11.825,31.400,0.781,1.404,7.466,7.867,10.392
2024-01-01 05:17:00,12.313,9.959,0.166,0.001,0.001,0.019,12.709,13.920,-0.447,1.421,10.125,12.339,5.795
2024-01-01 05:18:00,12.916,9.365,0.169,0.001,0.001,0.020,16.926,21.298,0.666,0.305,7.968,8.990,8.755
2024-01-01 05:19:00,11.670,9.526,0.171,0.001,0.001,0.020,9.845,28.460,-0.527,-1.455,8.990,9.824,9.858
2024-01-01 05:20:00,12.413,9.431,0.174,0.001,0.001,0.021,13.713,25.888,-0.991,0.597,8.434,12.631,10.596
2024-01-01 05:21:00,10.140,8.940,0.177,0.001,0.001,0.021,9.511,19.093,0.266,-0.202,9.325,11.746,10.153
2024-01-01 05:22:00,11.029,8.498,0.180,0.001,0.001,0.022,12.516,28.879,0.978,-1.839,13.863,13.159,6.766
2024-01-01 05:23:00,10.158,8.110,0.183,0.001,0.001,0.022,12.529,24.277,0.905,1.051,7.431,11.683,9.353
2024-01-01 05:24:00,11.171,7.397,0.186,0.001,0.001,0.023,10.810,23.221,1.772,-0.098,8.409,14.391,7.464
2024-01-01 05:25:00,11.065,9.424,0.189,0.001,0.001,0.023,6.147,26.071,-2.747,1.051,10.419,8.682,7.467
2024-01-01 05:26:00,10.002,8.427,0.192,0.001,0.001,0.024,9.497,32.221,0.675,0.824,12.818,10.932,6.647
2024-01-01 05:27:00,13.217,9.525,0.195,0.001,0.001,0.024,14.441,21.202,-0.371,2.121,13.311,6.740,9.673
2024-01-01 05:28:00,11.906,7.894,0.198,0.001,0.001,0.025,10.482,28.748,0.677,0.713,11.888,11.483,8.796
2024-01-01 05:29:00,11.194,8.291,0.201,0.001,0.001,0.025,11.296,29.640,0.448,0.056,12.106,9.407,10.268
2024-01-01 05:30:00,12.169,8.398,0.204,0.001,0.001,0.026,12.909,26.159,-0.103,0.110,10.820,8.461,4.623
2024-01-01 05:31:00,14.326,9.387,0.207,0.001,0.001,0.027,11.915,22.024,0.852,2.433,14.528,10.971,9.217
2024-01-01 05:32:00,12.049,6.353,0.211,0.001,0.001,0.027,11.922,21.897,-1.551,0.248,13.038,20.555,9.590
2024-01-01 05:33:00,10.013,8.607,0.214,0.001,0.001,0.028,9.118,25.124,0.577,-0.807,12.304,14.757,6.358
2024-01-01 05:34:00,9.827,7.399,0.217,0.001,0.001,0.028,10.931,22.117,0.626,0.648,15.000,10.890,7.903
2024-01-01 05:35:00,11.619,8.390,0.221,0.001,0.001,0.029,16.133,27.799,1.063,2.073,11.430,12.634,7.725
2024-01-01 05:36:00,11.752,8.257,0.224,0.001,0.001,0.030,10.172,10.456,-0.851,1.090,6.510,9.663,8.058
2024-01-01 05:37:00,12.385,9.637,0.228,0.002,0.002,0.030,8.498,31.604,-1.944,0.850,3.140,11.172,9.306
2024-01-01 05:38:00,11.337,8.864,0.231,0.002,0.002,0.031,9.784,23.136,0.166,-0.573,9.663,9.788,8.736
2024-01-01 05:39:00,10.661,8.093,0.235,0.002,0.002,0.032,16.608,28.776,-1.584,1.861,7.910,11.165,8.762
2024-01-01 05:40:00,10.389,10.225,0.239,0.002,0.002,0.032,8.131,30.318,-0.298,1.612,9.702,12.402,10.159
2024-01-01 05:41:00,10.881,7.528,0.242,0.002,0.002,0.033,12.888,19.591,1.008,1.949,12.044,11.583,9.193
2024-01-01 05:42:00,10.688,7.997,0.246,0.002,0.002,0.034,13.011,14.479,1.648,1.279,14.093,17.817,6.288
2024-01-01 05:43:00,9.929,7.210,0.250,0.002,0.002,0.035,9.760,28.377,-0.775,-0.435,14.937,6.720,7.063
2024-01-01 05:44:00,12.673,9.128,0.254,0.002,0.002,0.035,12.207,33.732,-0.241,-0.608,13.517,9.141,7.837
2024-01-01 05:45:00,11.365,7.307,0.258,0.002,0.002,0.036,9.143,17.038,-0.369,-1.266,14.410,10.714,11.280
2024-01-01 05:46:00,14.252,7.648,0.262,0.002,0.002,0.037,10.203,34.898,-1.652,-1.466,10.206,8.119,12.386
2024-01-01 05:47:00,12.987,8.697,0.266,0.002,0.002,0.038,17.224,20.222,-0.201,-0.640,13.606,10.965,8.241
2024-01-01 05:48:00,12.515,8.188,0.270,0.002,0.002,0.039,7.254,29.352,1.668,1.450,10.691,8.384,6.576
2024-01-01 05:49:00,12.155,9.445,0.274,0.002,0.002,0.040,8.937,18.674,-0.126,0.683,10.117,10.844,6.191
2024-01-01 05:50:00,11.950,8.720,0.278,0.002,0.002,0.040,14.571,25.840,2.713,-2.363,12.316,12.585,11.282
2024-01-01 05:51:00,10.676,8.911,0.282,0.002,0.002,0.041,18.982,16.429,0.588,0.438,15.064,12.677,8.759
2024-01-01 05:52:00,9.827,8.075,0.286,0.003,0.003,0.042,8.629,16.211,-0.434,2.476,12.199,10.710,9.255
2024-01-01 05:53:00,13.454,8.601,0.291,0.003,0.003,0.043,10.232,29.193,1.237,-2.638,11.745,9.409,9.168
2024-01-01 05:54:00,10.468,8.062,0.295,0.003,0.003,0.044,12.628,23.167,-0.171,-2.473,13.285,9.764,7.913
2024-01-01 05:55:00,11.743,8.613,0.300,0.003,0.003,0.045,9.871,16.294,0.991,0.833,12.028,11.290,8.905
2024-01-01 05:56:00,10.145,6.710,0.304,0.003,0.003,0.046,11.253,20.833,0.682,0.086,10.723,7.706,8.199
2024-01-01 05:57:00,12.404,8.543,0.309,0.003,0.003,0.047,8.866,24.446,-0.154,-0.937,12.062,16.331,8.273
2024-01-01 05:58:00,13.173,7.592,0.313,0.003,0.003,0.048,13.465,33.180,-0.426,1.097,9.280,13.383,8.783
2024-01-01 05:59:00,13.042,6.975,0.318,0.003,0.003,0.049,8.854,34.309,1.389,1.409,11.492,8.510,8.789
2024-01-01 06:00:00,11.737,7.166,0.323,0.003,0.003,0.050,13.108,24.908,0.956,0.692,9.014,12.196,8.068
2024-01-01 06:01:00,9.863,7.037,0.328,0.003,0.003,0.051,9.830,23.396,1.445,2.147,10.848,9.799,8.449
2024-01-01 06:02:00,10.604,8.751,0.332,0.004,0.004,0.052,7.116,33.508,1.338,1.651,12.682,12.637,7.156
2024-01-01 06:03:00,11.716,8.547,0.337,0.004,0.004,0.054,11.033,15.349,-0.901,-0.777,14.079,8.059,6.440
2024-01-01 06:04:00,11.806,7.652,0.342,0.004,0.004,0.055,10.287,28.916,1.584,-0.360,12.085,12.028,8.700
2024-01-01 06:05:00,11.567,9.403,0.347,0.004,0.004,0.056,19.128,34.965,-1.609,-2.050,10.714,12.589,8.480
2024-01-01 06:06:00,11.218,7.628,0.353,0.004,0.004,0.057,11.539,21.485,0.024,0.344,8.510,13.902,8.198
2024-01-01 06:07:00,10.829,8.999,0.358,0.004,0.004,0.058,18.218,26.859,0.341,2.099,10.444,8.720,8.324
2024-01-01 06:08:00,11.437,7.669,0.363,0.004,0.004,0.059,13.850,16.991,0.107,-0.827,12.823,14.332,9.439
2024-01-01 06:09:00,11.930,9.542,0.368,0.005,0.005,0.061,10.161,23.932,-0.717,2.370,11.381,10.045,9.197
2024-01-01 06:10:00,12.212,7.944,0.374,0.005,0.005,0.062,8.292,20.656,0.723,0.392,12.675,13.778,11.383
2024-01-01 06:11:00,12.072,8.297,0.379,0.005,0.005,0.063,10.804,28.573,0.386,-1.572,15.907,10.706,9.163
2024-01-01 06:12:00,11.751,7.564,0.385,0.005,0.005,0.065,9.871,26.212,2.577,-0.321,10.707,5.265,9.311
2024-01-01 06:13:00,12.000,8.604,0.390,0.005,0.005,0.066,11.909,16.271,-0.413,-0.414,12.154,12.446,9.751
2024-01-01 06:14:00,12.629,7.817,0.396,0.005,0.005,0.067,12.041,22.620,-1.567,0.843,18.488,9.791,8.109
2024-01-01 06:15:00,12.686,8.183,0.402,0.005,0.005,0.069,11.147,26.296,-1.187,0.787,11.532,11.854,9.075
2024-01-01 06:16:00,13.192,8.758,0.408,0.006,0.006,0.070,10.871,13.529,-0.900,-1.407,12.546,8.375,6.149
2024-01-01 06:17:00,10.037,6.235,0.413,0.006,0.006,0.072,12.643,18.591,-1.098,1.545,13.861,11.550,8.800
2024-01-01 06:18:00,11.857,7.954,0.419,0.006,0.006,0.073,10.746,30.731,-0.374,0.213,11.929,9.917,9.136
2024-01-01 06:19:00,11.680,8.281,0.425,0.006,0.006,0.075,15.701,24.997,0.001,-2.828,13.938,9.154,7.125
2024-01-01 06:20:00,9.794,9.080,0.431,0.006,0.006,0.076,11.980,23.315,1.354,-1.138,10.892,10.552,7.718
2024-01-01 06:21:00,9.398,8.156,0.438,0.007,0.007,0.078,8.923,31.965,0.586,3.050,13.085,14.729,6.969
2024-01-01 06:22:00,10.564,10.359,0.444,0.007,0.007,0.079,13.583,28.010,-0.761,2.562,9.505,12.398,8.957
2024-01-01 06:23:00,15.131,8.740,0.450,0.007,0.007,0.081,8.825,36.588,-1.405,-4.080,9.607,16.310,7.365
2024-01-01 06:24:00,12.506,6.745,0.457,0.007,0.007,0.083,14.795,17.073,0.297,-1.466,10.679,13.950,6.400
2024-01-01 06:25:00,11.205,7.648,0.463,0.008,0.008,0.084,13.665,24.663,-0.239,0.586,9.179,13.930,9.938
2024-01-01 06:26:00,12.610,7.717,0.470,0.008,0.008,0.086,13.694,22.336,1.018,1.536,10.677,15.673,10.302
2024-01-01 06:27:00,10.630,9.163,0.476,0.008,0.008,0.088,9.674,22.042,0.099,-2.055,8.519,9.997,8.138
2024-01-01 06:28:00,10.576,7.760,0.483,0.008,0.008,0.090,14.236,24.475,0.998,-0.977,15.340,12.881,6.712
2024-01-01 06:29:00,13.272,8.646,0.490,0.009,0.009,0.091,12.455,27.578,-1.703,0.581,10.115,8.121,8.021
2024-01-01 06:30:00,11.683,9.794,0.496,0.009,0.009,0.093,13.784,27.866,-0.152,0.842,15.055,11.092,8.049
2024-01-01 06:31:00,12.097,8.635,0.503,0.009,0.009,0.095,11.257,30.786,-1.039,-0.424,11.900,13.174,8.874
2024-01-01 06:32:00,11.157,8.125,0.510,0.009,0.009,0.097,14.216,20.890,-0.033,0.125,11.613,11.474,7.024
2024-01-01 06:33:00,12.422,9.590,0.518,0.010,0.010,0.099,12.683,33.555,-1.851,0.021,15.880,12.140,8.997
2024-01-01 06:34:00,10.829,8.887,0.525,0.010,0.010,0.101,15.075,23.200,-0.259,0.716,8.266,16.792,8.730
2024-01-01 06:35:00,9.103,9.276,0.532,0.010,0.010,0.103,14.760,36.204,0.282,-1.984,15.367,8.031,9.123
2024-01-01 06:36:00,12.554,8.711,0.539,0.011,0.011,0.105,15.696,20.254,1.359,-2.002,12.218,18.853,7.543
2024-01-01 06:37:00,10.016,8.677,0.547,0.011,0.011,0.107,11.183,24.004,-0.888,0.756,14.702,10.719,10.410
2024-01-01 06:38:00,11.953,10.779,0.554,0.011,0.011,0.109,17.357,13.498,-0.745,-0.955,15.857,10.142,8.538
2024-01-01 06:39:00,13.724,8.877,0.562,0.012,0.012,0.112,13.419,24.943,0.007,0.253,12.584,10.550,10.262
2024-01-01 06:40:00,12.309,8.300,0.570,0.012,0.012,0.114,15.697,19.500,0.930,0.825,11.958,13.260,10.234
2024-01-01 06:41:00,11.452,9.623,0.577,0.012,0.012,0.116,14.487,22.664,0.852,0.464,13.909,11.027,7.550
2024-01-01 06:42:00,10.235,8.046,0.585,0.013,0.013,0.118,12.924,26.015,-0.875,1.569,15.884,11.840,10.803
2024-01-01 06:43:00,9.484,7.950,0.593,0.013,0.013,0.121,14.891,32.113,-1.388,3.064,7.619,12.540,6.996
2024-01-01 06:44:00,10.617,8.570,0.601,0.014,0.014,0.123,15.331,25.489,-0.743,-0.994,13.331,12.782,8.041
2024-01-01 06:45:00,11.670,7.900,0.609,0.014,0.014,0.125,13.378,21.168,0.213,1.323,10.860,12.176,10.435
2024-01-01 06:46:00,13.440,9.110,0.618,0.014,0.014,0.128,13.328,18.818,-0.535,-0.946,13.037,10.816,11.161
2024-01-01 06:47:00,11.584,6.242,0.626,0.015,0.015,0.130,14.913,21.632,-0.289,-1.561,10.491,12.640,7.190
2024-01-01 06:48:00,12.126,7.568,0.634,0.015,0.015,0.133,12.917,32.146,-0.323,2.435,11.822,11.261,8.792
2024-01-01 06:49:00,10.505,9.289,0.643,0.016,0.016,0.135,7.657,18.634,-0.103,-1.755,14.260,12.875,10.620
2024-01-01 06:50:00,12.840,8.584,0.651,0.016,0.016,0.138,11.733,31.086,0.606,1.291,15.854,12.043,10.522
2024-01-01 06:51:00,13.479,8.519,0.660,0.017,0.017,0.141,12.241,17.367,2.736,-1.072,18.713,13.581,10.934
2024-01-01 06:52:00,11.195,6.905,0.669,0.017,0.017,0.143,12.898,26.289,-1.386,1.250,16.059,13.669,7.283
2024-01-01 06:53:00,11.148,7.708,0.678,0.018,0.018,0.146,11.935,28.558,1.074,0.427,13.206,14.178,9.383
2024-01-01 06:54:00,12.683,9.748,0.687,0.018,0.018,0.149,10.197,26.080,-0.914,0.074,14.582,12.075,7.092
2024-01-01 06:55:00,11.279,10.476,0.696,0.019,0.019,0.152,14.502,22.540,-0.671,0.456,10.515,9.370,7.154
2024-01-01 06:56:00,11.359,8.800,0.705,0.019,0.019,0.155,5.863,21.408,-0.899,1.547,15.259,16.899,7.276
2024-01-01 06:57:00,12.151,7.549,0.714,0.020,0.020,0.158,14.096,22.520,0.060,0.613,11.500,7.755,6.666
2024-01-01 06:58:00,11.897,8.205,0.724,0.021,0.021,0.161,11.056,30.644,-0.518,-0.257,12.836,10.107,5.995
