timestamp,CAH-DER-0,CAH-DER-1,DER-ICA
2024-01-01 09:17:00,11.498,8.297,20.298
2024-01-01 09:18:00,9.402,9.585,19.726
2024-01-01 09:19:00,8.744,9.231,20.374
2024-01-01 09:20:00,8.741,8.930,22.312
2024-01-01 09:21:00,8.805,8.293,22.369
2024-01-01 09:22:00,9.290,9.277,17.715
2024-01-01 09:23:00,8.751,8.794,16.763
2024-01-01 09:24:00,9.686,8.577,18.001
2024-01-01 09:25:00,9.645,9.873,19.654
2024-01-01 09:26:00,8.417,10.524,17.772
2024-01-01 09:27:00,8.105,9.025,21.460
2024-01-01 09:28:00,10.826,9.560,19.452
2024-01-01 09:29:00,9.939,9.900,18.748
2024-01-01 09:30:00,10.186,9.211,15.989
2024-01-01 09:31:00,10.409,11.748,18.188
2024-01-01 09:32:00,8.661,8.356,20.328
2024-01-01 09:33:00,8.710,8.880,19.004
2024-01-01 09:34:00,8.968,10.492,17.379
2024-01-01 09:35:00,8.038,9.820,18.632
2024-01-01 09:36:00,10.023,9.668,19.025
2024-01-01 09:37:00,9.246,10.926,16.565
2024-01-01 09:38:00,8.062,9.297,16.635
2024-01-01 09:39:00,10.576,8.761,16.934
2024-01-01 09:40:00,9.604,10.271,22.405
2024-01-01 09:41:00,9.281,10.205,15.056
2024-01-01 09:42:00,9.390,8.396,16.561
2024-01-01 09:43:00,9.500,7.782,17.547
2024-01-01 09:44:00,9.629,9.684,20.089
2024-01-01 09:45:00,8.267,7.293,18.065
2024-01-01 09:46:00,8.650,9.306,19.835
2024-01-01 09:47:00,10.441,9.905,18.461
2024-01-01 09:48:00,11.251,9.006,18.767
2024-01-01 09:49:00,9.343,7.468,23.468
2024-01-01 09:50:00,9.243,10.031,19.689
2024-01-01 09:51:00,9.673,9.967,18.441
2024-01-01 09:52:00,8.396,7.649,19.752
2024-01-01 09:53:00,9.679,8.808,18.056
2024-01-01 09:54:00,9.440,10.290,19.846
2024-01-01 09:55:00,8.477,10.277,18.748
2024-01-01 09:56:00,9.268,9.924,20.185
2024-01-01 09:57:00,8.784,9.420,17.026
2024-01-01 09:58:00,7.983,8.971,20.736
2024-01-01 09:59:00,8.427,7.894,17.416
2024-01-01 10:00:00,8.180,10.766,19.543
2024-01-01 10:01:00,8.624,9.798,16.816
2024-01-01 10:02:00,8.334,10.530,19.306
2024-01-01 10:03:00,9.503,7.074,19.539
2024-01-01 10:04:00,7.922,8.958,20.414
2024-01-01 10:05:00,8.326,9.389,22.606
2024-01-01 10:06:00,7.280,8.781,19.768
2024-01-01 10:07:00,8.696,8.751,18.904
2024-01-01 10:08:00,8.188,9.509,18.994
2024-01-01 10:09:00,8.382,8.118,20.791
2024-01-01 10:10:00,8.736,6.826,17.557
2024-01-01 10:11:00,7.709,7.346,19.295
2024-01-01 10:12:00,8.405,6.384,16.735
2024-01-01 10:13:00,8.862,10.015,15.429
2024-01-01 10:14:00,7.339,7.067,19.035
2024-01-01 10:15:00,9.375,10.544,16.422
2024-01-01 10:16:00,9.346,9.474,18.524
2024-01-01 10:17:00,7.720,7.581,17.606
2024-01-01 10:18:00,10.076,8.703,20.870
2024-01-01 10:19:00,8.702,8.431,15.528
2024-01-01 10:20:00,8.445,9.280,17.856
2024-01-01 10:21:00,9.431,8.978,16.883
2024-01-01 10:22:00,7.343,7.880,15.919
2024-01-01 10:23:00,7.263,8.429,17.745
2024-01-01 10:24:00,9.696,8.774,18.280
2024-01-01 10:25:00,9.193,6.581,16.777
2024-01-01 10:26:00,9.154,9.028,17.597
2024-01-01 10:27:00,7.032,8.823,20.691
2024-01-01 10:28:00,8.521,7.723,17.358
2024-01-01 10:29:00,7.569,8.457,16.688
2024-01-01 10:30:00,8.916,8.807,19.973
2024-01-01 10:31:00,10.614,8.114,16.295
2024-01-01 10:32:00,8.677,8.568,19.200
2024-01-01 10:33:00,9.051,6.523,20.052
2024-01-01 10:34:00,7.933,8.909,18.357
2024-01-01 10:35:00,8.978,8.672,14.165
2024-01-01 10:36:00,8.451,7.203,16.875
2024-01-01 10:37:00,9.406,8.418,21.512
2024-01-01 10:38:00,7.786,6.887,18.924
2024-01-01 10:39:00,7.476,6.988,18.030
2024-01-01 10:40:00,9.697,6.956,16.625
2024-01-01 10:41:00,8.101,8.554,21.388
2024-01-01 10:42:00,7.866,7.957,21.190
2024-01-01 10:43:00,6.807,10.299,19.944
2024-01-01 10:44:00,7.990,9.805,15.960
2024-01-01 10:45:00,8.236,6.624,20.793
2024-01-01 10:46:00,7.070,9.512,18.147
2024-01-01 10:47:00,7.423,8.959,17.764
2024-01-01 10:48:00,7.796,8.138,15.947
2024-01-01 10:49:00,8.765,9.355,14.796
2024-01-01 10:50:00,7.118,7.867,16.795
2024-01-01 10:51:00,8.109,8.395,14.822
2024-01-01 10:52:00,8.570,7.996,17.289
2024-01-01 10:53:00,6.555,8.351,18.269
2024-01-01 10:54:00,6.478,8.138,20.195
2024-01-01 10:55:00,8.661,8.131,20.353
2024-01-01 10:56:00,7.758,8.584,18.975
2024-01-01 10:57:00,8.176,8.611,18.066
2024-01-01 10:58:00,7.634,5.850,14.887
2024-01-01 10:59:00,7.011,7.264,16.652
2024-01-01 11:00:00,8.868,8.546,17.569
2024-01-01 11:01:00,10.303,10.086,16.523
2024-01-01 11:02:00,8.300,9.443,13.033
2024-01-01 11:03:00,10.099,8.909,20.760
2024-01-01 11:04:00,9.432,9.677,19.355
2024-01-01 11:05:00,8.879,6.275,16.369
2024-01-01 11:06:00,7.833,6.937,16.579
2024-01-01 11:07:00,6.998,8.441,18.424
2024-01-01 11:08:00,7.257,7.947,16.862
2024-01-01 11:09:00,7.360,7.295,17.635
2024-01-01 11:10:00,7.910,7.974,18.256
2024-01-01 11:11:00,7.679,9.334,17.495
2024-01-01 11:12:00,6.998,8.485,16.176
2024-01-01 11:13:00,6.487,6.921,22.447
2024-01-01 11:14:00,8.124,8.888,17.493
2024-01-01 11:15:00,8.729,8.473,11.362
2024-01-01 11:16:00,6.459,6.725,14.390
2024-01-01 11:17:00,7.886,7.012,19.795
2024-01-01 11:18:00,7.767,9.772,18.257
2024-01-01 11:19:00,8.636,9.005,18.599
2024-01-01 11:20:00,7.511,7.738,16.319
2024-01-01 11:21:00,5.614,8.593,14.044
2024-01-01 11:22:00,7.711,8.100,17.895
2024-01-01 11:23:00,7.909,8.768,15.366
2024-01-01 11:24:00,8.788,8.783,17.587
2024-01-01 11:25:00,9.067,6.163,14.487
2024-01-01 11:26:00,8.847,7.936,16.187
2024-01-01 11:27:00,7.405,7.216,17.725
2024-01-01 11:28:00,7.285,6.418,16.290
2024-01-01 11:29:00,7.026,6.568,16.635
2024-01-01 11:30:00,6.752,8.382,13.394
2024-01-01 11:31:00,7.825,7.856,16.832
2024-01-01 11:32:00,8.687,8.358,16.959
2024-01-01 11:33:00,8.501,7.537,15.268
2024-01-01 11:34:00,7.248,6.504,16.838
2024-01-01 11:35:00,10.160,6.999,14.489
2024-01-01 11:36:00,8.244,6.785,16.426
2024-01-01 11:37:00,7.650,7.873,14.979
2024-01-01 11:38:00,8.154,7.968,17.315
2024-01-01 11:39:00,8.362,8.423,13.213
2024-01-01 11:40:00,7.262,8.151,15.360
2024-01-01 11:41:00,6.668,8.878,15.912
2024-01-01 11:42:00,8.688,7.237,16.033
2024-01-01 11:43:00,8.179,7.309,15.295
2024-01-01 11:44:00,8.810,8.006,13.196
2024-01-01 11:45:00,6.674,7.959,20.245
2024-01-01 11:46:00,8.679,9.734,16.281
2024-01-01 11:47:00,6.350,8.884,12.359
2024-01-01 11:48:00,5.794,7.741,15.988
2024-01-01 11:49:00,7.646,7.570,16.051
2024-01-01 11:50:00,6.797,9.635,14.740
2024-01-01 11:51:00,6.789,7.712,15.965
2024-01-01 11:52:00,7.834,9.094,16.020
2024-01-01 11:53:00,7.410,8.106,17.556
2024-01-01 11:54:00,8.435,7.369,14.364
2024-01-01 11:55:00,8.288,7.196,12.721
2024-01-01 11:56:00,9.205,7.569,16.340
2024-01-01 11:57:00,6.032,7.204,14.278
2024-01-01 11:58:00,8.100,6.544,14.316
2024-01-01 11:59:00,6.296,8.048,13.543
2024-01-01 12:00:00,8.116,8.592,17.134
2024-01-01 12:01:00,7.848,6.425,15.698
2024-01-01 12:02:00,6.385,8.427,17.502
2024-01-01 12:03:00,7.909,6.263,13.701
2024-01-01 12:04:00,8.922,7.609,16.634
2024-01-01 12:05:00,6.988,6.058,15.512
2024-01-01 12:06:00,8.046,7.670,14.204
2024-01-01 12:07:00,8.354,7.366,15.569
2024-01-01 12:08:00,7.276,9.235,13.676
2024-01-01 12:09:00,8.158,4.778,14.134
2024-01-01 12:10:00,6.243,6.212,17.759
2024-01-01 12:11:00,7.568,8.130,15.638
2024-01-01 12:12:00,7.777,7.061,17.367
2024-01-01 12:13:00,6.934,6.016,15.059
2024-01-01 12:14:00,7.726,6.769,14.087
2024-01-01 12:15:00,4.081,7.685,14.078
2024-01-01 12:16:00,7.016,6.689,13.714
2024-01-01 12:17:00,6.413,7.249,13.954
2024-01-01 12:18:00,7.059,7.948,13.785
2024-01-01 12:19:00,8.449,7.018,12.022
2024-01-01 12:20:00,8.880,5.890,15.260
2024-01-01 12:21:00,6.973,4.606,13.171
2024-01-01 12:22:00,7.852,7.696,15.463
2024-01-01 12:23:00,7.828,6.015,17.527
2024-01-01 12:24:00,7.561,5.860,12.456
2024-01-01 12:25:00,5.773,8.352,12.284
2024-01-01 12:26:00,8.776,6.024,11.215
2024-01-01 12:27:00,6.049,8.172,14.049
2024-01-01 12:28:00,6.555,5.957,14.701
2024-01-01 12:29:00,6.336,6.277,14.162
2024-01-01 12:30:00,5.176,8.092,13.738
2024-01-01 12:31:00,8.686,5.900,13.831
2024-01-01 12:32:00,6.763,6.293,14.094
2024-01-01 12:33:00,6.069,6.646,16.362
2024-01-01 12:34:00,6.714,5.133,13.854
2024-01-01 12:35:00,7.257,6.813,17.128
2024-01-01 12:36:00,7.000,7.374,13.025
2024-01-01 12:37:00,7.376,7.728,15.585
2024-01-01 12:38:00,7.368,8.063,16.201
2024-01-01 12:39:00,6.584,6.387,14.259
2024-01-01 12:40:00,6.351,4.034,15.331
2024-01-01 12:41:00,7.324,7.891,15.940
2024-01-01 12:42:00,8.561,5.501,9.237
2024-01-01 12:43:00,6.235,6.542,13.686
2024-01-01 12:44:00,5.065,5.927,16.444
2024-01-01 12:45:00,9.593,5.863,16.333
2024-01-01 12:46:00,7.452,7.364,14.132
2024-01-01 12:47:00,7.459,5.723,12.803
2024-01-01 12:48:00,7.421,7.054,15.351
2024-01-01 12:49:00,7.201,7.035,12.742
2024-01-01 12:50:00,5.748,7.295,17.378
2024-01-01 12:51:00,8.536,5.813,12.666
2024-01-01 12:52:00,6.040,6.146,10.884
2024-01-01 12:53:00,5.205,6.092,11.715
2024-01-01 12:54:00,5.694,6.652,12.033
2024-01-01 12:55:00,7.845,6.493,12.786
2024-01-01 12:56:00,6.827,5.537,13.442
2024-01-01 12:57:00,6.636,6.419,11.164
2024-01-01 12:58:00,6.422,7.100,13.212
2024-01-01 12:59:00,7.304,8.133,12.420
2024-01-01 13:00:00,5.165,7.908,13.602
2024-01-01 13:01:00,8.213,5.146,15.046
2024-01-01 13:02:00,7.060,7.296,14.705
2024-01-01 13:03:00,5.867,5.913,13.009
2024-01-01 13:04:00,6.964,6.538,9.466
2024-01-01 13:05:00,6.944,7.404,18.100
2024-01-01 13:06:00,7.979,6.067,13.253
2024-01-01 13:07:00,6.194,5.472,12.863
2024-01-01 13:08:00,4.748,8.427,11.695
2024-01-01 13:09:00,5.992,7.429,11.163
2024-01-01 13:10:00,7.061,6.120,11.753
2024-01-01 13:11:00,6.260,5.633,12.470
2024-01-01 13:12:00,5.503,7.074,10.719
2024-01-01 13:13:00,6.034,5.733,14.324
2024-01-01 13:14:00,6.364,5.247,13.081
2024-01-01 13:15:00,6.636,5.220,12.198
2024-01-01 13:16:00,5.720,6.572,16.433
2024-01-01 13:17:00,5.874,6.381,12.104
2024-01-01 13:18:00,7.305,5.412,11.088
2024-01-01 13:19:00,5.025,6.299,14.409
2024-01-01 13:20:00,7.996,7.451,9.216
2024-01-01 13:21:00,5.185,5.781,20.458
2024-01-01 13:22:00,6.160,5.316,12.086
2024-01-01 13:23:00,5.547,6.118,13.546
2024-01-01 13:24:00,4.675,5.904,14.048
2024-01-01 13:25:00,5.367,5.682,13.456
2024-01-01 13:26:00,7.371,6.721,15.478
2024-01-01 13:27:00,7.569,6.412,11.552
2024-01-01 13:28:00,7.148,7.346,13.250
2024-01-01 13:29:00,5.901,5.258,11.549
2024-01-01 13:30:00,6.952,5.845,12.041
2024-01-01 13:31:00,6.844,6.029,9.983
2024-01-01 13:32:00,7.467,6.665,14.535
2024-01-01 13:33:00,8.179,4.664,13.692
2024-01-01 13:34:00,7.166,6.540,12.265
2024-01-01 13:35:00,5.741,6.356,12.889
2024-01-01 13:36:00,6.275,6.092,12.356
2024-01-01 13:37:00,5.742,5.692,13.961
2024-01-01 13:38:00,5.500,7.251,12.522
2024-01-01 13:39:00,5.424,3.989,14.899
2024-01-01 13:40:00,5.695,6.543,14.123
2024-01-01 13:41:00,6.365,5.739,14.922
2024-01-01 13:42:00,7.229,5.782,12.890
2024-01-01 13:43:00,5.787,5.441,11.638
2024-01-01 13:44:00,7.003,7.801,15.745
2024-01-01 13:45:00,8.038,5.934,11.280
2024-01-01 13:46:00,5.156,3.489,10.486
2024-01-01 13:47:00,5.910,7.010,11.812
2024-01-01 13:48:00,4.905,7.506,12.064
2024-01-01 13:49:00,4.173,4.970,12.179
2024-01-01 13:50:00,5.557,8.013,14.053
2024-01-01 13:51:00,4.891,4.731,10.789
2024-01-01 13:52:00,6.158,5.904,15.054
2024-01-01 13:53:00,5.493,5.704,9.940
2024-01-01 13:54:00,5.583,5.966,13.331
2024-01-01 13:55:00,4.503,5.540,12.807
2024-01-01 13:56:00,6.187,5.947,12.121
2024-01-01 13:57:00,5.576,6.560,7.217
2024-01-01 13:58:00,6.934,5.792,13.134
2024-01-01 13:59:00,5.867,5.519,10.794
2024-01-01 14:00:00,6.470,5.750,14.118
2024-01-01 14:01:00,4.357,6.157,11.692
2024-01-01 14:02:00,5.814,6.961,14.617
2024-01-01 14:03:00,6.607,4.270,9.314
2024-01-01 14:04:00,6.586,4.759,13.777
2024-01-01 14:05:00,6.522,6.455,12.453
2024-01-01 14:06:00,3.807,4.381,15.356
2024-01-01 14:07:00,5.983,4.628,11.825
2024-01-01 14:08:00,4.675,5.863,13.008
2024-01-01 14:09:00,6.269,4.596,12.481
2024-01-01 14:10:00,4.607,4.812,13.527
2024-01-01 14:11:00,6.775,3.998,12.460
2024-01-01 14:12:00,5.040,7.371,15.171
2024-01-01 14:13:00,5.329,5.394,10.100
2024-01-01 14:14:00,5.511,6.621,13.001
2024-01-01 14:15:00,6.609,4.628,11.901
2024-01-01 14:16:00,5.981,4.754,14.809
2024-01-01 14:17:00,6.349,4.912,10.928
2024-01-01 14:18:00,5.840,4.263,7.551
2024-01-01 14:19:00,4.976,6.645,11.784
2024-01-01 14:20:00,4.776,5.461,16.717
2024-01-01 14:21:00,4.027,5.638,11.833
2024-01-01 14:22:00,5.631,5.672,10.872
2024-01-01 14:23:00,6.298,6.676,10.494
2024-01-01 14:24:00,4.480,4.828,10.051
2024-01-01 14:25:00,4.103,4.518,9.964
2024-01-01 14:26:00,5.296,5.486,10.467
2024-01-01 14:27:00,5.913,4.859,12.871
2024-01-01 14:28:00,5.403,4.937,11.566
2024-01-01 14:29:00,6.373,5.748,12.031
2024-01-01 14:30:00,5.131,4.896,10.961
2024-01-01 14:31:00,5.297,6.259,12.138
2024-01-01 14:32:00,5.254,6.096,12.273
2024-01-01 14:33:00,4.075,4.751,11.170
2024-01-01 14:34:00,5.019,4.844,13.160
2024-01-01 14:35:00,4.144,6.716,11.835
2024-01-01 14:36:00,5.867,5.430,10.425
2024-01-01 14:37:00,6.562,5.611,11.134
2024-01-01 14:38:00,6.737,6.031,12.724
2024-01-01 14:39:00,6.745,6.807,13.347
2024-01-01 14:40:00,4.537,4.085,8.623
2024-01-01 14:41:00,5.724,5.758,15.626
2024-01-01 14:42:00,6.777,4.953,12.365
2024-01-01 14:43:00,5.135,3.831,9.357
2024-01-01 14:44:00,5.891,5.219,11.894
2024-01-01 14:45:00,6.656,4.519,12.749
2024-01-01 14:46:00,6.354,7.225,10.028
2024-01-01 14:47:00,4.554,4.600,7.743
2024-01-01 14:48:00,5.775,5.850,15.383
2024-01-01 14:49:00,5.932,3.683,12.179
2024-01-01 14:50:00,4.463,3.360,10.933
2024-01-01 14:51:00,5.960,5.143,13.134
2024-01-01 14:52:00,5.117,6.301,12.121
2024-01-01 14:53:00,4.285,5.954,9.598
2024-01-01 14:54:00,6.904,5.250,10.228
2024-01-01 14:55:00,5.613,5.505,8.317
2024-01-01 14:56:00,3.678,6.291,8.825
2024-01-01 14:57:00,5.379,3.311,10.993
2024-01-01 14:58:00,4.786,5.673,10.292
2024-01-01 14:59:00,4.833,5.531,13.213
2024-01-01 15:00:00,7.274,7.019,10.879
2024-01-01 15:01:00,5.663,4.876,7.892
2024-01-01 15:02:00,4.201,4.767,8.649
2024-01-01 15:03:00,5.462,6.913,12.469
2024-01-01 15:04:00,5.866,6.252,10.789
2024-01-01 15:05:00,5.908,6.246,7.196
2024-01-01 15:06:00,4.042,6.732,10.114
2024-01-01 15:07:00,4.957,5.577,12.632
2024-01-01 15:08:00,5.659,3.562,12.757
2024-01-01 15:09:00,3.643,5.541,8.227
2024-01-01 15:10:00,5.654,6.012,12.535
2024-01-01 15:11:00,4.198,5.174,9.672
2024-01-01 15:12:00,6.425,4.429,11.847
2024-01-01 15:13:00,4.666,4.465,7.717
2024-01-01 15:14:00,4.171,3.830,8.109
2024-01-01 15:15:00,5.879,7.418,12.897
2024-01-01 15:16:00,7.394,3.971,11.370
2024-01-01 15:17:00,5.688,6.826,17.732
2024-01-01 15:18:00,5.974,4.649,7.698
2024-01-01 15:19:00,5.000,4.460,15.991
2024-01-01 15:20:00,5.385,6.258,12.146
2024-01-01 15:21:00,5.173,5.403,9.131
2024-01-01 15:22:00,6.464,3.228,11.595
2024-01-01 15:23:00,6.056,5.676,9.574
2024-01-01 15:24:00,4.477,3.965,8.273
2024-01-01 15:25:00,6.140,6.122,9.771
2024-01-01 15:26:00,5.180,5.012,10.632
2024-01-01 15:27:00,5.275,5.061,9.008
2024-01-01 15:28:00,4.521,4.107,7.798
2024-01-01 15:29:00,3.986,5.948,9.852
2024-01-01 15:30:00,2.639,2.984,8.019
2024-01-01 15:31:00,4.518,5.092,10.711
2024-01-01 15:32:00,4.857,5.171,11.007
2024-01-01 15:33:00,5.811,4.670,11.873
2024-01-01 15:34:00,4.818,3.567,8.728
2024-01-01 15:35:00,3.221,5.583,10.448
2024-01-01 15:36:00,4.648,3.407,10.261
2024-01-01 15:37:00,5.241,4.891,8.053
2024-01-01 15:38:00,6.575,3.681,11.702
2024-01-01 15:39:00,4.808,6.172,12.811
2024-01-01 15:40:00,4.519,5.338,7.388
2024-01-01 15:41:00,4.765,4.837,9.440
2024-01-01 15:42:00,5.521,6.042,12.852
2024-01-01 15:43:00,5.153,4.046,6.754
2024-01-01 15:44:00,4.464,5.364,9.975
2024-01-01 15:45:00,4.027,5.383,10.853
2024-01-01 15:46:00,3.673,5.398,8.958
2024-01-01 15:47:00,4.315,5.331,14.239
2024-01-01 15:48:00,5.991,4.374,8.347
2024-01-01 15:49:00,6.420,5.281,11.581
2024-01-01 15:50:00,5.904,4.140,9.895
2024-01-01 15:51:00,2.546,5.651,12.453
2024-01-01 15:52:00,4.094,4.709,14.175
2024-01-01 15:53:00,4.875,4.835,9.422
2024-01-01 15:54:00,5.394,3.656,14.509
2024-01-01 15:55:00,5.970,4.480,10.621
2024-01-01 15:56:00,6.249,5.689,10.001
2024-01-01 15:57:00,3.795,6.608,12.907
2024-01-01 15:58:00,6.013,6.078,8.088
2024-01-01 15:59:00,4.437,4.454,12.035
2024-01-01 16:00:00,4.724,4.221,9.375
2024-01-01 16:01:00,5.612,2.500,9.439
2024-01-01 16:02:00,5.922,2.672,10.331
2024-01-01 16:03:00,4.981,5.159,9.216
2024-01-01 16:04:00,4.331,4.442,9.435
2024-01-01 16:05:00,4.373,4.071,7.213
2024-01-01 16:06:00,3.685,5.039,7.244
2024-01-01 16:07:00,5.967,4.960,11.218
2024-01-01 16:08:00,4.336,4.766,12.895
2024-01-01 16:09:00,4.900,3.530,6.977
2024-01-01 16:10:00,4.146,4.772,12.732
2024-01-01 16:11:00,2.648,4.933,9.835
2024-01-01 16:12:00,5.143,3.187,12.719
2024-01-01 16:13:00,5.153,4.617,11.390
2024-01-01 16:14:00,6.118,4.059,9.954
2024-01-01 16:15:00,4.569,6.163,13.334
2024-01-01 16:16:00,4.463,5.616,9.029
2024-01-01 16:17:00,3.411,6.889,12.312
2024-01-01 16:18:00,6.070,5.226,10.501
2024-01-01 16:19:00,5.461,3.650,6.247
2024-01-01 16:20:00,5.480,5.960,10.307
2024-01-01 16:21:00,5.623,5.692,10.573
2024-01-01 16:22:00,5.268,4.484,9.570
2024-01-01 16:23:00,5.237,2.977,13.979
2024-01-01 16:24:00,4.420,4.401,10.352
2024-01-01 16:25:00,5.580,3.329,10.548
2024-01-01 16:26:00,5.100,5.782,12.679
2024-01-01 16:27:00,4.890,3.825,11.854
2024-01-01 16:28:00,4.472,4.926,10.770
2024-01-01 16:29:00,2.717,3.718,9.513
2024-01-01 16:30:00,3.245,5.085,7.745
2024-01-01 16:31:00,3.403,4.132,10.034
2024-01-01 16:32:00,4.846,5.201,10.632
2024-01-01 16:33:00,4.897,5.260,9.466
2024-01-01 16:34:00,4.414,4.786,9.884
2024-01-01 16:35:00,4.758,4.454,12.189
2024-01-01 16:36:00,3.777,4.985,11.650
2024-01-01 16:37:00,4.437,7.113,11.361
2024-01-01 16:38:00,5.055,4.226,6.550
2024-01-01 16:39:00,5.089,4.482,8.796
2024-01-01 16:40:00,6.180,3.286,11.357
2024-01-01 16:41:00,4.437,5.321,9.340
2024-01-01 16:42:00,5.329,4.356,12.232
2024-01-01 16:43:00,6.371,5.219,7.616
2024-01-01 16:44:00,6.000,4.260,6.119
2024-01-01 16:45:00,3.827,3.325,5.195
2024-01-01 16:46:00,4.319,2.880,9.607
2024-01-01 16:47:00,3.591,3.807,11.318
2024-01-01 16:48:00,5.071,4.214,7.018
2024-01-01 16:49:00,3.558,3.874,12.358
2024-01-01 16:50:00,4.140,4.156,9.702
2024-01-01 16:51:00,3.678,6.245,10.892
2024-01-01 16:52:00,5.847,6.451,11.983
2024-01-01 16:53:00,3.827,3.821,6.791
2024-01-01 16:54:00,4.665,5.330,8.826
2024-01-01 16:55:00,4.518,2.763,11.699
2024-01-01 16:56:00,4.852,5.760,9.671
2024-01-01 16:57:00,3.644,4.123,8.648
2024-01-01 16:58:00,5.521,3.237,12.935
2024-01-01 16:59:00,6.008,5.142,11.953
2024-01-01 17:00:00,3.572,4.864,13.613
2024-01-01 17:01:00,5.974,4.017,7.228
2024-01-01 17:02:00,4.253,3.721,9.137
2024-01-01 17:03:00,3.190,3.237,6.775
2024-01-01 17:04:00,2.568,4.488,9.342
2024-01-01 17:05:00,5.364,5.082,10.057
2024-01-01 17:06:00,5.939,3.567,12.953
2024-01-01 17:07:00,4.670,3.643,8.878
2024-01-01 17:08:00,5.398,4.610,11.809
2024-01-01 17:09:00,4.038,2.139,8.929
2024-01-01 17:10:00,2.938,3.196,9.770
2024-01-01 17:11:00,5.105,5.785,9.909
2024-01-01 17:12:00,5.068,5.169,7.782
2024-01-01 17:13:00,3.917,5.048,7.075
2024-01-01 17:14:00,2.921,5.807,10.861
2024-01-01 17:15:00,3.846,2.060,10.471
2024-01-01 17:16:00,4.730,2.756,8.803
2024-01-01 17:17:00,5.881,4.118,6.644
2024-01-01 17:18:00,5.773,3.639,8.858
2024-01-01 17:19:00,6.153,3.244,6.287
2024-01-01 17:20:00,3.682,4.834,10.853
2024-01-01 17:21:00,4.917,4.552,7.255
2024-01-01 17:22:00,4.152,4.446,8.827
2024-01-01 17:23:00,3.959,5.426,7.941
2024-01-01 17:24:00,5.323,3.483,10.520
2024-01-01 17:25:00,5.667,3.964,11.463
2024-01-01 17:26:00,5.141,6.148,10.926
2024-01-01 17:27:00,4.730,5.463,8.668
2024-01-01 17:28:00,4.281,3.929,9.048
2024-01-01 17:29:00,4.959,4.890,6.559
2024-01-01 17:30:00,4.226,4.222,9.675
2024-01-01 17:31:00,4.266,1.179,11.360
2024-01-01 17:32:00,2.854,3.510,10.806
2024-01-01 17:33:00,3.513,3.849,6.579
2024-01-01 17:34:00,3.074,4.633,7.237
2024-01-01 17:35:00,4.112,4.291,13.677
2024-01-01 17:36:00,3.476,5.144,9.683
2024-01-01 17:37:00,4.506,4.371,9.510
2024-01-01 17:38:00,4.029,5.634,6.900
2024-01-01 17:39:00,4.840,5.755,10.016
2024-01-01 17:40:00,3.672,5.481,9.016
2024-01-01 17:41:00,4.854,5.219,11.539
2024-01-01 17:42:00,3.932,5.024,14.014
2024-01-01 17:43:00,5.769,3.748,9.756
2024-01-01 17:44:00,4.447,3.543,6.913
2024-01-01 17:45:00,5.124,5.688,9.121
2024-01-01 17:46:00,4.558,4.634,10.274
2024-01-01 17:47:00,6.390,4.689,11.632
2024-01-01 17:48:00,3.102,3.588,8.672
2024-01-01 17:49:00,3.960,6.051,7.711
2024-01-01 17:50:00,2.820,6.390,9.481
2024-01-01 17:51:00,4.063,3.147,9.416
2024-01-01 17:52:00,4.681,4.165,8.536
2024-01-01 17:53:00,3.207,4.306,8.382
2024-01-01 17:54:00,4.407,4.573,7.917
2024-01-01 17:55:00,4.248,4.598,11.090
2024-01-01 17:56:00,3.877,3.164,8.543
2024-01-01 17:57:00,5.707,4.208,7.356
2024-01-01 17:58:00,3.249,4.810,9.086
2024-01-01 17:59:00,4.506,4.845,5.037
2024-01-01 18:00:00,5.738,4.917,6.979
2024-01-01 18:01:00,5.153,5.710,9.786
2024-01-01 18:02:00,5.617,5.913,5.591
2024-01-01 18:03:00,3.643,6.292,7.516
2024-01-01 18:04:00,5.455,2.347,9.516
2024-01-01 18:05:00,4.207,3.875,10.279
2024-01-01 18:06:00,3.500,4.915,6.912
2024-01-01 18:07:00,3.880,5.492,8.733
2024-01-01 18:08:00,4.399,3.708,8.345
2024-01-01 18:09:00,4.729,5.427,9.653
2024-01-01 18:10:00,5.373,2.407,5.139
2024-01-01 18:11:00,6.998,5.426,9.625
2024-01-01 18:12:00,5.208,4.922,9.197
2024-01-01 18:13:00,5.827,3.880,8.898
2024-01-01 18:14:00,4.366,5.061,9.921
2024-01-01 18:15:00,6.080,3.824,8.882
2024-01-01 18:16:00,4.420,4.763,9.296
2024-01-01 18:17:00,3.337,3.995,6.617
2024-01-01 18:18:00,5.195,4.269,8.567
2024-01-01 18:19:00,3.938,3.594,8.529
2024-01-01 18:20:00,4.596,3.740,11.749
2024-01-01 18:21:00,3.599,3.976,9.720
2024-01-01 18:22:00,4.326,4.573,8.096
2024-01-01 18:23:00,3.955,2.228,7.388
2024-01-01 18:24:00,5.002,3.721,7.856
2024-01-01 18:25:00,5.652,4.822,8.191
2024-01-01 18:26:00,3.724,5.434,9.226
2024-01-01 18:27:00,2.726,4.918,9.287
2024-01-01 18:28:00,5.209,6.497,5.070
2024-01-01 18:29:00,5.972,4.626,9.087
2024-01-01 18:30:00,3.503,2.739,8.026
2024-01-01 18:31:00,4.462,3.918,8.156
2024-01-01 18:32:00,3.514,2.074,11.825
2024-01-01 18:33:00,5.162,5.474,5.447
2024-01-01 18:34:00,5.068,4.689,10.092
