timestamp,BESSMariaElena,SEMariaElena
2024-01-01 10:39:00,-11.533,4.205
2024-01-01 10:40:00,-11.491,4.264
2024-01-01 10:41:00,-11.448,4.323
2024-01-01 10:42:00,-11.406,4.383
2024-01-01 10:43:00,-11.363,4.444
2024-01-01 10:44:00,-11.321,4.505
2024-01-01 10:45:00,-11.278,4.567
2024-01-01 10:46:00,-11.234,4.629
2024-01-01 10:47:00,-11.191,4.691
2024-01-01 10:48:00,-11.147,4.754
2024-01-01 10:49:00,-11.103,4.818
2024-01-01 10:50:00,-11.059,4.882
2024-01-01 10:51:00,-11.015,4.947
2024-01-01 10:52:00,-10.970,5.012
2024-01-01 10:53:00,-10.926,5.078
2024-01-01 10:54:00,-10.881,5.144
2024-01-01 10:55:00,-10.835,5.211
2024-01-01 10:56:00,-10.790,5.278
2024-01-01 10:57:00,-10.745,5.346
2024-01-01 10:58:00,-10.699,5.414
2024-01-01 10:59:00,-10.653,5.482
2024-01-01 11:00:00,-10.607,5.552
2024-01-01 11:01:00,-10.560,5.621
2024-01-01 11:02:00,-10.514,5.691
2024-01-01 11:03:00,-10.467,5.762
2024-01-01 11:04:00,-10.420,5.833
2024-01-01 11:05:00,-10.373,5.904
2024-01-01 11:06:00,-10.325,5.976
2024-01-01 11:07:00,-10.278,6.049
2024-01-01 11:08:00,-10.230,6.122
2024-01-01 11:09:00,-10.182,6.195
2024-01-01 11:10:00,-10.134,6.269
2024-01-01 11:11:00,-10.086,6.343
2024-01-01 11:12:00,-10.037,6.418
2024-01-01 11:13:00,-9.988,6.493
2024-01-01 11:14:00,-9.939,6.568
2024-01-01 11:15:00,-9.890,6.644
2024-01-01 11:16:00,-9.841,6.721
2024-01-01 11:17:00,-9.791,6.797
2024-01-01 11:18:00,-9.742,6.875
2024-01-01 11:19:00,-9.692,6.952
2024-01-01 11:20:00,-9.642,7.030
2024-01-01 11:21:00,-9.592,7.108
2024-01-01 11:22:00,-9.541,7.187
2024-01-01 11:23:00,-9.491,7.266
2024-01-01 11:24:00,-9.440,7.345
2024-01-01 11:25:00,-9.389,7.425
2024-01-01 11:26:00,-9.338,7.505
2024-01-01 11:27:00,-9.286,7.586
2024-01-01 11:28:00,-9.235,7.666
2024-01-01 11:29:00,-9.183,7.748
2024-01-01 11:30:00,-9.131,7.829
2024-01-01 11:31:00,-9.079,7.911
2024-01-01 11:32:00,-9.027,7.993
2024-01-01 11:33:00,-8.975,8.075
2024-01-01 11:34:00,-8.922,8.158
2024-01-01 11:35:00,-8.870,8.240
2024-01-01 11:36:00,-8.817,8.323
2024-01-01 11:37:00,-8.764,8.407
2024-01-01 11:38:00,-8.711,8.490
2024-01-01 11:39:00,-8.657,8.574
2024-01-01 11:40:00,-8.604,8.658
2024-01-01 11:41:00,-8.550,8.743
2024-01-01 11:42:00,-8.496,8.827
2024-01-01 11:43:00,-8.442,8.912
2024-01-01 11:44:00,-8.388,8.997
2024-01-01 11:45:00,-8.334,9.082
2024-01-01 11:46:00,-8.279,9.167
2024-01-01 11:47:00,-8.224,9.252
2024-01-01 11:48:00,-8.170,9.338
2024-01-01 11:49:00,-8.115,9.424
2024-01-01 11:50:00,-8.059,9.509
2024-01-01 11:51:00,-8.004,9.595
2024-01-01 11:52:00,-7.949,9.681
2024-01-01 11:53:00,-7.893,9.767
2024-01-01 11:54:00,-7.837,9.854
2024-01-01 11:55:00,-7.782,9.940
2024-01-01 11:56:00,-7.726,10.026
2024-01-01 11:57:00,-7.669,10.112
2024-01-01 11:58:00,-7.613,10.199
2024-01-01 11:59:00,-7.557,10.285
2024-01-01 12:00:00,-7.500,10.372
2024-01-01 12:01:00,-7.443,10.458
2024-01-01 12:02:00,-7.386,10.545
2024-01-01 12:03:00,-7.329,10.631
2024-01-01 12:04:00,-7.272,10.717
2024-01-01 12:05:00,-7.215,10.804
2024-01-01 12:06:00,-7.157,10.890
2024-01-01 12:07:00,-7.100,10.976
2024-01-01 12:08:00,-7.042,11.062
2024-01-01 12:09:00,-6.984,11.148
2024-01-01 12:10:00,-6.926,11.234
2024-01-01 12:11:00,-6.868,11.320
2024-01-01 12:12:00,-6.810,11.405
2024-01-01 12:13:00,-6.751,11.491
2024-01-01 12:14:00,-6.693,11.576
2024-01-01 12:15:00,-6.634,11.661
2024-01-01 12:16:00,-6.576,11.746
2024-01-01 12:17:00,-6.517,11.831
2024-01-01 12:18:00,-6.458,11.915
2024-01-01 12:19:00,-6.399,12.000
2024-01-01 12:20:00,-6.339,12.084
2024-01-01 12:21:00,-6.280,12.167
2024-01-01 12:22:00,-6.220,12.251
2024-01-01 12:23:00,-6.161,12.334
2024-01-01 12:24:00,-6.101,12.417
2024-01-01 12:25:00,-6.041,12.500
2024-01-01 12:26:00,-5.981,12.582
2024-01-01 12:27:00,-5.921,12.664
2024-01-01 12:28:00,-5.861,12.746
2024-01-01 12:29:00,-5.801,12.827
2024-01-01 12:30:00,-5.740,12.908
2024-01-01 12:31:00,-5.680,12.988
2024-01-01 12:32:00,-5.619,13.068
2024-01-01 12:33:00,-5.558,13.148
2024-01-01 12:34:00,-5.498,13.227
2024-01-01 12:35:00,-5.437,13.306
2024-01-01 12:36:00,-5.376,13.384
2024-01-01 12:37:00,-5.314,13.462
2024-01-01 12:38:00,-5.253,13.539
2024-01-01 12:39:00,-5.192,13.616
2024-01-01 12:40:00,-5.130,13.693
2024-01-01 12:41:00,-5.069,13.768
2024-01-01 12:42:00,-5.007,13.844
2024-01-01 12:43:00,-4.945,13.918
2024-01-01 12:44:00,-4.884,13.993
2024-01-01 12:45:00,-4.822,14.066
2024-01-01 12:46:00,-4.760,14.139
2024-01-01 12:47:00,-4.697,14.211
2024-01-01 12:48:00,-4.635,14.283
2024-01-01 12:49:00,-4.573,14.354
2024-01-01 12:50:00,-4.511,14.425
2024-01-01 12:51:00,-4.448,14.494
2024-01-01 12:52:00,-4.386,14.564
2024-01-01 12:53:00,-4.323,14.632
2024-01-01 12:54:00,-4.260,14.700
2024-01-01 12:55:00,-4.197,14.767
2024-01-01 12:56:00,-4.135,14.833
2024-01-01 12:57:00,-4.072,14.899
2024-01-01 12:58:00,-4.009,14.963
2024-01-01 12:59:00,-3.945,15.027
2024-01-01 13:00:00,-3.882,15.091
2024-01-01 13:01:00,-3.819,15.153
2024-01-01 13:02:00,-3.756,15.215
2024-01-01 13:03:00,-3.692,15.276
2024-01-01 13:04:00,-3.629,15.336
2024-01-01 13:05:00,-3.565,15.395
2024-01-01 13:06:00,-3.502,15.453
2024-01-01 13:07:00,-3.438,15.511
2024-01-01 13:08:00,-3.374,15.568
2024-01-01 13:09:00,-3.310,15.623
2024-01-01 13:10:00,-3.247,15.678
2024-01-01 13:11:00,-3.183,15.732
2024-01-01 13:12:00,-3.119,15.785
2024-01-01 13:13:00,-3.055,15.837
2024-01-01 13:14:00,-2.991,15.889
2024-01-01 13:15:00,-2.926,15.939
2024-01-01 13:16:00,-2.862,15.988
2024-01-01 13:17:00,-2.798,16.037
2024-01-01 13:18:00,-2.734,16.084
2024-01-01 13:19:00,-2.669,16.130
2024-01-01 13:20:00,-2.605,16.176
2024-01-01 13:21:00,-2.540,16.220
2024-01-01 13:22:00,-2.476,16.264
2024-01-01 13:23:00,-2.411,16.306
2024-01-01 13:24:00,-2.347,16.348
2024-01-01 13:25:00,-2.282,16.388
2024-01-01 13:26:00,-2.217,16.427
2024-01-01 13:27:00,-2.152,16.465
2024-01-01 13:28:00,-2.088,16.503
2024-01-01 13:29:00,-2.023,16.539
2024-01-01 13:30:00,-1.958,16.574
2024-01-01 13:31:00,-1.893,16.608
2024-01-01 13:32:00,-1.828,16.641
2024-01-01 13:33:00,-1.763,16.673
2024-01-01 13:34:00,-1.698,16.703
2024-01-01 13:35:00,-1.633,16.733
2024-01-01 13:36:00,-1.568,16.761
2024-01-01 13:37:00,-1.503,16.789
2024-01-01 13:38:00,-1.438,16.815
2024-01-01 13:39:00,-1.373,16.840
2024-01-01 13:40:00,-1.307,16.864
2024-01-01 13:41:00,-1.242,16.887
2024-01-01 13:42:00,-1.177,16.909
2024-01-01 13:43:00,-1.112,16.929
2024-01-01 13:44:00,-1.046,16.949
2024-01-01 13:45:00,-0.981,16.967
2024-01-01 13:46:00,-0.916,16.984
2024-01-01 13:47:00,-0.850,17.000
2024-01-01 13:48:00,-0.785,17.015
2024-01-01 13:49:00,-0.720,17.028
2024-01-01 13:50:00,-0.654,17.041
2024-01-01 13:51:00,-0.589,17.052
2024-01-01 13:52:00,-0.523,17.062
2024-01-01 13:53:00,-0.458,17.071
2024-01-01 13:54:00,-0.393,17.079
2024-01-01 13:55:00,-0.327,17.085
2024-01-01 13:56:00,-0.262,17.091
2024-01-01 13:57:00,-0.196,17.095
2024-01-01 13:58:00,-0.131,17.098
2024-01-01 13:59:00,-0.065,17.099
2024-01-01 14:00:00,0.000,17.100
2024-01-01 14:01:00,0.065,17.099
2024-01-01 14:02:00,0.131,17.098
2024-01-01 14:03:00,0.196,17.095
2024-01-01 14:04:00,0.262,17.091
2024-01-01 14:05:00,0.327,17.085
2024-01-01 14:06:00,0.393,17.079
2024-01-01 14:07:00,0.458,17.071
2024-01-01 14:08:00,0.523,17.062
2024-01-01 14:09:00,0.589,17.052
2024-01-01 14:10:00,0.654,17.041
2024-01-01 14:11:00,0.720,17.028
2024-01-01 14:12:00,0.785,17.015
2024-01-01 14:13:00,0.850,17.000
2024-01-01 14:14:00,0.916,16.984
2024-01-01 14:15:00,0.981,16.967
2024-01-01 14:16:00,1.046,16.949
2024-01-01 14:17:00,1.112,16.929
2024-01-01 14:18:00,1.177,16.909
2024-01-01 14:19:00,1.242,16.887
2024-01-01 14:20:00,1.307,16.864
2024-01-01 14:21:00,1.373,16.840
2024-01-01 14:22:00,1.438,16.815
2024-01-01 14:23:00,1.503,16.789
2024-01-01 14:24:00,1.568,16.761
2024-01-01 14:25:00,1.633,16.733
2024-01-01 14:26:00,1.698,16.703
2024-01-01 14:27:00,1.763,16.673
2024-01-01 14:28:00,1.828,16.641
2024-01-01 14:29:00,1.893,16.608
2024-01-01 14:30:00,1.958,16.574
2024-01-01 14:31:00,2.023,16.539
2024-01-01 14:32:00,2.088,16.503
2024-01-01 14:33:00,2.152,16.465
2024-01-01 14:34:00,2.217,16.427
2024-01-01 14:35:00,2.282,16.388
2024-01-01 14:36:00,2.347,16.348
2024-01-01 14:37:00,2.411,16.306
2024-01-01 14:38:00,2.476,16.264
2024-01-01 14:39:00,2.540,16.220
2024-01-01 14:40:00,2.605,16.176
2024-01-01 14:41:00,2.669,16.130
2024-01-01 14:42:00,2.734,16.084
2024-01-01 14:43:00,2.798,16.037
2024-01-01 14:44:00,2.862,15.988
2024-01-01 14:45:00,2.926,15.939
2024-01-01 14:46:00,2.991,15.889
2024-01-01 14:47:00,3.055,15.837
2024-01-01 14:48:00,3.119,15.785
2024-01-01 14:49:00,3.183,15.732
2024-01-01 14:50:00,3.247,15.678
2024-01-01 14:51:00,3.310,15.623
2024-01-01 14:52:00,3.374,15.568
2024-01-01 14:53:00,3.438,15.511
2024-01-01 14:54:00,3.502,15.453
2024-01-01 14:55:00,3.565,15.395
2024-01-01 14:56:00,3.629,15.336
2024-01-01 14:57:00,3.692,15.276
2024-01-01 14:58:00,3.756,15.215
2024-01-01 14:59:00,3.819,15.153
2024-01-01 15:00:00,3.882,15.091
2024-01-01 15:01:00,3.945,15.027
2024-01-01 15:02:00,4.009,14.963
2024-01-01 15:03:00,4.072,14.899
2024-01-01 15:04:00,4.135,14.833
2024-01-01 15:05:00,4.197,14.767
2024-01-01 15:06:00,4.260,14.700
2024-01-01 15:07:00,4.323,14.632
2024-01-01 15:08:00,4.386,14.564
2024-01-01 15:09:00,4.448,14.494
2024-01-01 15:10:00,4.511,14.425
2024-01-01 15:11:00,4.573,14.354
2024-01-01 15:12:00,4.635,14.283
2024-01-01 15:13:00,4.697,14.211
2024-01-01 15:14:00,4.760,14.139
2024-01-01 15:15:00,4.822,14.066
2024-01-01 15:16:00,4.884,13.993
2024-01-01 15:17:00,4.945,13.918
2024-01-01 15:18:00,5.007,13.844
2024-01-01 15:19:00,5.069,13.768
2024-01-01 15:20:00,5.130,13.693
2024-01-01 15:21:00,5.192,13.616
2024-01-01 15:22:00,5.253,13.539
2024-01-01 15:23:00,5.314,13.462
2024-01-01 15:24:00,5.376,13.384
2024-01-01 15:25:00,5.437,13.306
2024-01-01 15:26:00,5.498,13.227
2024-01-01 15:27:00,5.558,13.148
2024-01-01 15:28:00,5.619,13.068
2024-01-01 15:29:00,5.680,12.988
2024-01-01 15:30:00,5.740,12.908
2024-01-01 15:31:00,5.801,12.827
2024-01-01 15:32:00,5.861,12.746
2024-01-01 15:33:00,5.921,12.664
2024-01-01 15:34:00,5.981,12.582
2024-01-01 15:35:00,6.041,12.500
2024-01-01 15:36:00,6.101,12.417
2024-01-01 15:37:00,6.161,12.334
2024-01-01 15:38:00,6.220,12.251
2024-01-01 15:39:00,6.280,12.167
2024-01-01 15:40:00,6.339,12.084
2024-01-01 15:41:00,6.399,12.000
2024-01-01 15:42:00,6.458,11.915
2024-01-01 15:43:00,6.517,11.831
2024-01-01 15:44:00,6.576,11.746
2024-01-01 15:45:00,6.634,11.661
2024-01-01 15:46:00,6.693,11.576
2024-01-01 15:47:00,6.751,11.491
2024-01-01 15:48:00,6.810,11.405
2024-01-01 15:49:00,6.868,11.320
2024-01-01 15:50:00,6.926,11.234
2024-01-01 15:51:00,6.984,11.148
2024-01-01 15:52:00,7.042,11.062
2024-01-01 15:53:00,7.100,10.976
2024-01-01 15:54:00,7.157,10.890
2024-01-01 15:55:00,7.215,10.804
2024-01-01 15:56:00,7.272,10.717
2024-01-01 15:57:00,7.329,10.631
2024-01-01 15:58:00,7.386,10.545
2024-01-01 15:59:00,7.443,10.458
2024-01-01 16:00:00,7.500,10.372
2024-01-01 16:01:00,7.557,10.285
2024-01-01 16:02:00,7.613,10.199
2024-01-01 16:03:00,7.669,10.112
2024-01-01 16:04:00,7.726,10.026
2024-01-01 16:05:00,7.782,9.940
2024-01-01 16:06:00,7.837,9.854
2024-01-01 16:07:00,7.893,9.767
2024-01-01 16:08:00,7.949,9.681
2024-01-01 16:09:00,8.004,9.595
2024-01-01 16:10:00,8.059,9.509
2024-01-01 16:11:00,8.115,9.424
2024-01-01 16:12:00,8.170,9.338
2024-01-01 16:13:00,8.224,9.252
2024-01-01 16:14:00,8.279,9.167
2024-01-01 16:15:00,8.334,9.082
2024-01-01 16:16:00,8.388,8.997
2024-01-01 16:17:00,8.442,8.912
2024-01-01 16:18:00,8.496,8.827
2024-01-01 16:19:00,8.550,8.743
2024-01-01 16:20:00,8.604,8.658
2024-01-01 16:21:00,8.657,8.574
2024-01-01 16:22:00,8.711,8.490
2024-01-01 16:23:00,8.764,8.407
2024-01-01 16:24:00,8.817,8.323
2024-01-01 16:25:00,8.870,8.240
2024-01-01 16:26:00,8.922,8.158
2024-01-01 16:27:00,8.975,8.075
2024-01-01 16:28:00,9.027,7.993
2024-01-01 16:29:00,9.079,7.911
2024-01-01 16:30:00,9.131,7.829
2024-01-01 16:31:00,9.183,7.748
2024-01-01 16:32:00,9.235,7.666
2024-01-01 16:33:00,9.286,7.586
2024-01-01 16:34:00,9.338,7.505
2024-01-01 16:35:00,9.389,7.425
2024-01-01 16:36:00,9.440,7.345
2024-01-01 16:37:00,9.491,7.266
2024-01-01 16:38:00,9.541,7.187
2024-01-01 16:39:00,9.592,7.108
2024-01-01 16:40:00,9.642,7.030
2024-01-01 16:41:00,9.692,6.952
2024-01-01 16:42:00,9.742,6.875
2024-01-01 16:43:00,9.791,6.797
2024-01-01 16:44:00,9.841,6.721
2024-01-01 16:45:00,9.890,6.644
2024-01-01 16:46:00,9.939,6.568
2024-01-01 16:47:00,9.988,6.493
2024-01-01 16:48:00,10.037,6.418
2024-01-01 16:49:00,10.086,6.343
2024-01-01 16:50:00,10.134,6.269
2024-01-01 16:51:00,10.182,6.195
2024-01-01 16:52:00,10.230,6.122
2024-01-01 16:53:00,10.278,6.049
2024-01-01 16:54:00,10.325,5.976
2024-01-01 16:55:00,10.373,5.904
2024-01-01 16:56:00,10.420,5.833
2024-01-01 16:57:00,10.467,5.762
2024-01-01 16:58:00,10.514,5.691
2024-01-01 16:59:00,10.560,5.621
2024-01-01 17:00:00,10.607,5.552
2024-01-01 17:01:00,10.653,5.482
2024-01-01 17:02:00,10.699,5.414
2024-01-01 17:03:00,10.745,5.346
2024-01-01 17:04:00,10.790,5.278
2024-01-01 17:05:00,10.835,5.211
2024-01-01 17:06:00,10.881,5.144
2024-01-01 17:07:00,10.926,5.078
2024-01-01 17:08:00,10.970,5.012
2024-01-01 17:09:00,11.015,4.947
2024-01-01 17:10:00,11.059,4.882
2024-01-01 17:11:00,11.103,4.818
2024-01-01 17:12:00,11.147,4.754
2024-01-01 17:13:00,11.191,4.691
2024-01-01 17:14:00,11.234,4.629
2024-01-01 17:15:00,11.278,4.567
2024-01-01 17:16:00,11.321,4.505
2024-01-01 17:17:00,11.363,4.444
2024-01-01 17:18:00,11.406,4.383
2024-01-01 17:19:00,11.448,4.323
2024-01-01 17:20:00,11.491,4.264
2024-01-01 17:21:00,11.533,4.205
2024-01-01 17:22:00,11.574,4.147
2024-01-01 17:23:00,11.616,4.089
2024-01-01 17:24:00,11.657,4.031
2024-01-01 17:25:00,11.698,3.974
2024-01-01 17:26:00,11.739,3.918
2024-01-01 17:27:00,11.780,3.862
2024-01-01 17:28:00,11.820,3.807
2024-01-01 17:29:00,11.860,3.752
2024-01-01 17:30:00,11.900,3.698
2024-01-01 17:31:00,11.940,3.644
2024-01-01 17:32:00,11.980,3.591
2024-01-01 17:33:00,12.019,3.539
2024-01-01 17:34:00,12.058,3.487
2024-01-01 17:35:00,12.097,3.435
2024-01-01 17:36:00,12.135,3.384
2024-01-01 17:37:00,12.174,3.334
2024-01-01 17:38:00,12.212,3.284
2024-01-01 17:39:00,12.250,3.234
2024-01-01 17:40:00,12.287,3.185
2024-01-01 17:41:00,12.325,3.137
2024-01-01 17:42:00,12.362,3.089
2024-01-01 17:43:00,12.399,3.042
2024-01-01 17:44:00,12.436,2.995
2024-01-01 17:45:00,12.472,2.948
2024-01-01 17:46:00,12.508,2.903
2024-01-01 17:47:00,12.544,2.857
2024-01-01 17:48:00,12.580,2.813
2024-01-01 17:49:00,12.616,2.768
2024-01-01 17:50:00,12.651,2.724
2024-01-01 17:51:00,12.686,2.681
2024-01-01 17:52:00,12.721,2.638
2024-01-01 17:53:00,12.755,2.596
2024-01-01 17:54:00,12.790,2.554
2024-01-01 17:55:00,12.824,2.513
2024-01-01 17:56:00,12.858,2.472
2024-01-01 17:57:00,12.891,2.432
2024-01-01 17:58:00,12.924,2.392
2024-01-01 17:59:00,12.958,2.353
2024-01-01 18:00:00,12.990,2.314
2024-01-01 18:01:00,13.023,2.276
2024-01-01 18:02:00,13.055,2.238
2024-01-01 18:03:00,13.087,2.201
2024-01-01 18:04:00,13.119,2.164
2024-01-01 18:05:00,13.151,2.127
2024-01-01 18:06:00,13.182,2.091
2024-01-01 18:07:00,13.213,2.056
2024-01-01 18:08:00,13.244,2.021
2024-01-01 18:09:00,13.275,1.986
2024-01-01 18:10:00,13.305,1.952
2024-01-01 18:11:00,13.335,1.919
2024-01-01 18:12:00,13.365,1.885
2024-01-01 18:13:00,13.395,1.853
2024-01-01 18:14:00,13.424,1.820
2024-01-01 18:15:00,13.453,1.788
2024-01-01 18:16:00,13.482,1.757
2024-01-01 18:17:00,13.510,1.726
2024-01-01 18:18:00,13.539,1.695
2024-01-01 18:19:00,13.567,1.665
2024-01-01 18:20:00,13.595,1.635
2024-01-01 18:21:00,13.622,1.606
2024-01-01 18:22:00,13.649,1.577
2024-01-01 18:23:00,13.676,1.549
2024-01-01 18:24:00,13.703,1.521
2024-01-01 18:25:00,13.730,1.493
2024-01-01 18:26:00,13.756,1.466
2024-01-01 18:27:00,13.782,1.439
2024-01-01 18:28:00,13.808,1.412
2024-01-01 18:29:00,13.833,1.386
2024-01-01 18:30:00,13.858,1.360
2024-01-01 18:31:00,13.883,1.335
2024-01-01 18:32:00,13.908,1.310
2024-01-01 18:33:00,13.932,1.286
2024-01-01 18:34:00,13.956,1.261
2024-01-01 18:35:00,13.980,1.238
2024-01-01 18:36:00,14.004,1.214
2024-01-01 18:37:00,14.027,1.191
2024-01-01 18:38:00,14.050,1.168
2024-01-01 18:39:00,14.073,1.146
2024-01-01 18:40:00,14.095,1.124
2024-01-01 18:41:00,14.118,1.102
2024-01-01 18:42:00,14.140,1.081
2024-01-01 18:43:00,14.161,1.060
2024-01-01 18:44:00,14.183,1.039
2024-01-01 18:45:00,14.204,1.019
2024-01-01 18:46:00,14.225,0.999
2024-01-01 18:47:00,14.245,0.979
2024-01-01 18:48:00,14.266,0.960
2024-01-01 18:49:00,14.286,0.941
2024-01-01 18:50:00,14.306,0.922
2024-01-01 18:51:00,14.325,0.904
2024-01-01 18:52:00,14.345,0.886
2024-01-01 18:53:00,14.364,0.868
2024-01-01 18:54:00,14.382,0.850
2024-01-01 18:55:00,14.401,0.833
2024-01-01 18:56:00,14.419,0.816
2024-01-01 18:57:00,14.437,0.800
2024-01-01 18:58:00,14.454,0.783
2024-01-01 18:59:00,14.472,0.767
2024-01-01 19:00:00,14.489,0.751
2024-01-01 19:01:00,14.506,0.736
2024-01-01 19:02:00,14.522,0.721
2024-01-01 19:03:00,14.538,0.706
2024-01-01 19:04:00,14.554,0.691
2024-01-01 19:05:00,14.570,0.676
2024-01-01 19:06:00,14.586,0.662
2024-01-01 19:07:00,14.601,0.648
2024-01-01 19:08:00,14.616,0.635
2024-01-01 19:09:00,14.630,0.621
2024-01-01 19:10:00,14.644,0.608
2024-01-01 19:11:00,14.658,0.595
2024-01-01 19:12:00,14.672,0.582
2024-01-01 19:13:00,14.686,0.570
2024-01-01 19:14:00,14.699,0.557
2024-01-01 19:15:00,14.712,0.545
2024-01-01 19:16:00,14.724,0.534
2024-01-01 19:17:00,14.737,0.522
2024-01-01 19:18:00,14.749,0.511
2024-01-01 19:19:00,14.761,0.499
2024-01-01 19:20:00,14.772,0.488
2024-01-01 19:21:00,14.783,0.478
2024-01-01 19:22:00,14.794,0.467
2024-01-01 19:23:00,14.805,0.457
2024-01-01 19:24:00,14.815,0.447
2024-01-01 19:25:00,14.825,0.437
2024-01-01 19:26:00,14.835,0.427
2024-01-01 19:27:00,14.845,0.417
2024-01-01 19:28:00,14.854,0.408
2024-01-01 19:29:00,14.863,0.399
2024-01-01 19:30:00,14.872,0.390
2024-01-01 19:31:00,14.880,0.381
2024-01-01 19:32:00,14.888,0.372
2024-01-01 19:33:00,14.896,0.364
2024-01-01 19:34:00,14.904,0.355
2024-01-01 19:35:00,14.911,0.347
2024-01-01 19:36:00,14.918,0.339
2024-01-01 19:37:00,14.925,0.331
2024-01-01 19:38:00,14.931,0.324
2024-01-01 19:39:00,14.937,0.316
2024-01-01 19:40:00,14.943,0.309
2024-01-01 19:41:00,14.948,0.302
2024-01-01 19:42:00,14.954,0.295
2024-01-01 19:43:00,14.959,0.288
2024-01-01 19:44:00,14.963,0.281
2024-01-01 19:45:00,14.968,0.274
2024-01-01 19:46:00,14.972,0.268
2024-01-01 19:47:00,14.976,0.261
2024-01-01 19:48:00,14.979,0.255
2024-01-01 19:49:00,14.983,0.249
2024-01-01 19:50:00,14.986,0.243
2024-01-01 19:51:00,14.988,0.237
2024-01-01 19:52:00,14.991,0.232
2024-01-01 19:53:00,14.993,0.226
2024-01-01 19:54:00,14.995,0.220
2024-01-01 19:55:00,14.996,0.215
2024-01-01 19:56:00,14.998,0.210
2024-01-01 19:57:00,14.999,0.205
2024-01-01 19:58:00,14.999,0.200
2024-01-01 19:59:00,15.000,0.195
2024-01-01 20:00:00,15.000,0.190
2024-01-01 20:01:00,15.000,0.185
2024-01-01 20:02:00,14.999,0.181
2024-01-01 20:03:00,14.999,0.176
2024-01-01 20:04:00,14.998,0.172
2024-01-01 20:05:00,14.996,0.167
2024-01-01 20:06:00,14.995,0.163
2024-01-01 20:07:00,14.993,0.159
2024-01-01 20:08:00,14.991,0.155
2024-01-01 20:09:00,14.988,0.151
2024-01-01 20:10:00,14.986,0.147
2024-01-01 20:11:00,14.983,0.144
2024-01-01 20:12:00,14.979,0.140
2024-01-01 20:13:00,14.976,0.136
2024-01-01 20:14:00,14.972,0.133
2024-01-01 20:15:00,14.968,0.130
2024-01-01 20:16:00,14.963,0.126
2024-01-01 20:17:00,14.959,0.123
2024-01-01 20:18:00,14.954,0.120
2024-01-01 20:19:00,14.948,0.117
2024-01-01 20:20:00,14.943,0.114
2024-01-01 20:21:00,14.937,0.111
2024-01-01 20:22:00,14.931,0.108
2024-01-01 20:23:00,14.925,0.105
2024-01-01 20:24:00,14.918,0.102
2024-01-01 20:25:00,14.911,0.099
2024-01-01 20:26:00,14.904,0.097
2024-01-01 20:27:00,14.896,0.094
2024-01-01 20:28:00,14.888,0.092
2024-01-01 20:29:00,14.880,0.089
2024-01-01 20:30:00,14.872,0.087
2024-01-01 20:31:00,14.863,0.085
2024-01-01 20:32:00,14.854,0.082
2024-01-01 20:33:00,14.845,0.080
2024-01-01 20:34:00,14.835,0.078
2024-01-01 20:35:00,14.825,0.076
2024-01-01 20:36:00,14.815,0.074
2024-01-01 20:37:00,14.805,0.072
2024-01-01 20:38:00,14.794,0.070
2024-01-01 20:39:00,14.783,0.068
2024-01-01 20:40:00,14.772,0.066
2024-01-01 20:41:00,14.761,0.064
2024-01-01 20:42:00,14.749,0.063
2024-01-01 20:43:00,14.737,0.061
2024-01-01 20:44:00,14.724,0.059
2024-01-01 20:45:00,14.712,0.057
2024-01-01 20:46:00,14.699,0.056
2024-01-01 20:47:00,14.686,0.054
2024-01-01 20:48:00,14.672,0.053
2024-01-01 20:49:00,14.658,0.051
2024-01-01 20:50:00,14.644,0.050
2024-01-01 20:51:00,14.630,0.048
2024-01-01 20:52:00,14.616,0.047
2024-01-01 20:53:00,14.601,0.046
2024-01-01 20:54:00,14.586,0.045
2024-01-01 20:55:00,14.570,0.043
2024-01-01 20:56:00,14.554,0.042
2024-01-01 20:57:00,14.538,0.041
2024-01-01 20:58:00,14.522,0.040
2024-01-01 20:59:00,14.506,0.039
2024-01-01 21:00:00,14.489,0.037
2024-01-01 21:01:00,14.472,0.036
2024-01-01 21:02:00,14.454,0.035
2024-01-01 21:03:00,14.437,0.034
2024-01-01 21:04:00,14.419,0.033
2024-01-01 21:05:00,14.401,0.032
2024-01-01 21:06:00,14.382,0.031
2024-01-01 21:07:00,14.364,0.030
2024-01-01 21:08:00,14.345,0.030
2024-01-01 21:09:00,14.325,0.029
2024-01-01 21:10:00,14.306,0.028
2024-01-01 21:11:00,14.286,0.027
2024-01-01 21:12:00,14.266,0.026
2024-01-01 21:13:00,14.245,0.025
2024-01-01 21:14:00,14.225,0.025
2024-01-01 21:15:00,14.204,0.024
2024-01-01 21:16:00,14.183,0.023
2024-01-01 21:17:00,14.161,0.023
2024-01-01 21:18:00,14.140,0.022
2024-01-01 21:19:00,14.118,0.021
2024-01-01 21:20:00,14.095,0.021
2024-01-01 21:21:00,14.073,0.020
2024-01-01 21:22:00,14.050,0.019
2024-01-01 21:23:00,14.027,0.019
2024-01-01 21:24:00,14.004,0.018
2024-01-01 21:25:00,13.980,0.018
2024-01-01 21:26:00,13.956,0.017
2024-01-01 21:27:00,13.932,0.017
2024-01-01 21:28:00,13.908,0.016
2024-01-01 21:29:00,13.883,0.016
2024-01-01 21:30:00,13.858,0.015
2024-01-01 21:31:00,13.833,0.015
2024-01-01 21:32:00,13.808,0.014
2024-01-01 21:33:00,13.782,0.014
2024-01-01 21:34:00,13.756,0.013
