timestamp,BESSMariaElena
2024-01-01 13:42:00,99.850
2024-01-01 13:43:00,99.860
2024-01-01 13:44:00,99.880
2024-01-01 13:45:00,99.890
2024-01-01 13:46:00,99.910
2024-01-01 13:47:00,99.920
2024-01-01 13:48:00,99.930
2024-01-01 13:49:00,99.940
2024-01-01 13:50:00,99.950
2024-01-01 13:51:00,99.960
2024-01-01 13:52:00,99.970
2024-01-01 13:53:00,99.980
2024-01-01 13:54:00,99.980
2024-01-01 13:55:00,99.990
2024-01-01 13:56:00,99.990
2024-01-01 13:57:00,100.000
2024-01-01 13:58:00,100.000
2024-01-01 13:59:00,100.000
2024-01-01 14:00:00,100
2024-01-01 14:01:00,100.000
2024-01-01 14:02:00,100.000
2024-01-01 14:03:00,100.000
2024-01-01 14:04:00,99.990
2024-01-01 14:05:00,99.990
2024-01-01 14:06:00,99.980
2024-01-01 14:07:00,99.980
2024-01-01 14:08:00,99.970
2024-01-01 14:09:00,99.960
2024-01-01 14:10:00,99.950
2024-01-01 14:11:00,99.940
2024-01-01 14:12:00,99.930
2024-01-01 14:13:00,99.920
2024-01-01 14:14:00,99.910
2024-01-01 14:15:00,99.890
2024-01-01 14:16:00,99.880
2024-01-01 14:17:00,99.860
2024-01-01 14:18:00,99.850
2024-01-01 14:19:00,99.830
2024-01-01 14:20:00,99.810
2024-01-01 14:21:00,99.790
2024-01-01 14:22:00,99.770
2024-01-01 14:23:00,99.750
2024-01-01 14:24:00,99.730
2024-01-01 14:25:00,99.700
2024-01-01 14:26:00,99.680
2024-01-01 14:27:00,99.650
2024-01-01 14:28:00,99.630
2024-01-01 14:29:00,99.600
2024-01-01 14:30:00,99.570
2024-01-01 14:31:00,99.540
2024-01-01 14:32:00,99.510
2024-01-01 14:33:00,99.480
2024-01-01 14:34:00,99.450
2024-01-01 14:35:00,99.420
2024-01-01 14:36:00,99.380
2024-01-01 14:37:00,99.350
2024-01-01 14:38:00,99.310
2024-01-01 14:39:00,99.280
2024-01-01 14:40:00,99.240
2024-01-01 14:41:00,99.200
2024-01-01 14:42:00,99.160
2024-01-01 14:43:00,99.120
2024-01-01 14:44:00,99.080
2024-01-01 14:45:00,99.040
2024-01-01 14:46:00,99.000
2024-01-01 14:47:00,98.950
2024-01-01 14:48:00,98.910
2024-01-01 14:49:00,98.860
2024-01-01 14:50:00,98.810
2024-01-01 14:51:00,98.770
2024-01-01 14:52:00,98.720
2024-01-01 14:53:00,98.670
2024-01-01 14:54:00,98.620
2024-01-01 14:55:00,98.570
2024-01-01 14:56:00,98.510
2024-01-01 14:57:00,98.460
2024-01-01 14:58:00,98.410
2024-01-01 14:59:00,98.350
2024-01-01 15:00:00,98.300
2024-01-01 15:01:00,98.240
2024-01-01 15:02:00,98.180
2024-01-01 15:03:00,98.120
2024-01-01 15:04:00,98.060
2024-01-01 15:05:00,98.000
2024-01-01 15:06:00,97.940
2024-01-01 15:07:00,97.880
2024-01-01 15:08:00,97.820
2024-01-01 15:09:00,97.750
2024-01-01 15:10:00,97.690
2024-01-01 15:11:00,97.620
2024-01-01 15:12:00,97.550
2024-01-01 15:13:00,97.480
2024-01-01 15:14:00,97.420
2024-01-01 15:15:00,97.350
2024-01-01 15:16:00,97.280
2024-01-01 15:17:00,97.200
2024-01-01 15:18:00,97.130
2024-01-01 15:19:00,97.060
2024-01-01 15:20:00,96.980
2024-01-01 15:21:00,96.910
2024-01-01 15:22:00,96.830
2024-01-01 15:23:00,96.760
2024-01-01 15:24:00,96.680
2024-01-01 15:25:00,96.600
2024-01-01 15:26:00,96.520
2024-01-01 15:27:00,96.440
2024-01-01 15:28:00,96.360
2024-01-01 15:29:00,96.280
2024-01-01 15:30:00,96.190
2024-01-01 15:31:00,96.110
2024-01-01 15:32:00,96.030
2024-01-01 15:33:00,95.940
2024-01-01 15:34:00,95.850
2024-01-01 15:35:00,95.770
2024-01-01 15:36:00,95.680
2024-01-01 15:37:00,95.590
2024-01-01 15:38:00,95.500
2024-01-01 15:39:00,95.410
2024-01-01 15:40:00,95.320
2024-01-01 15:41:00,95.220
2024-01-01 15:42:00,95.130
2024-01-01 15:43:00,95.030
2024-01-01 15:44:00,94.940
2024-01-01 15:45:00,94.840
2024-01-01 15:46:00,94.750
2024-01-01 15:47:00,94.650
2024-01-01 15:48:00,94.550
2024-01-01 15:49:00,94.450
2024-01-01 15:50:00,94.350
2024-01-01 15:51:00,94.250
2024-01-01 15:52:00,94.150
2024-01-01 15:53:00,94.040
2024-01-01 15:54:00,93.940
2024-01-01 15:55:00,93.840
2024-01-01 15:56:00,93.730
2024-01-01 15:57:00,93.620
2024-01-01 15:58:00,93.520
2024-01-01 15:59:00,93.410
2024-01-01 16:00:00,93.300
2024-01-01 16:01:00,93.190
2024-01-01 16:02:00,93.080
2024-01-01 16:03:00,92.970
2024-01-01 16:04:00,92.860
2024-01-01 16:05:00,92.750
2024-01-01 16:06:00,92.630
2024-01-01 16:07:00,92.520
2024-01-01 16:08:00,92.400
2024-01-01 16:09:00,92.290
2024-01-01 16:10:00,92.170
2024-01-01 16:11:00,92.050
2024-01-01 16:12:00,91.930
2024-01-01 16:13:00,91.810
2024-01-01 16:14:00,91.690
2024-01-01 16:15:00,91.570
2024-01-01 16:16:00,91.450
2024-01-01 16:17:00,91.330
2024-01-01 16:18:00,91.210
2024-01-01 16:19:00,91.080
2024-01-01 16:20:00,90.960
2024-01-01 16:21:00,90.830
2024-01-01 16:22:00,90.710
2024-01-01 16:23:00,90.580
2024-01-01 16:24:00,90.450
2024-01-01 16:25:00,90.320
2024-01-01 16:26:00,90.190
2024-01-01 16:27:00,90.060
2024-01-01 16:28:00,89.930
2024-01-01 16:29:00,89.800
2024-01-01 16:30:00,89.670
2024-01-01 16:31:00,89.530
2024-01-01 16:32:00,89.400
2024-01-01 16:33:00,89.270
2024-01-01 16:34:00,89.130
2024-01-01 16:35:00,88.990
2024-01-01 16:36:00,88.860
2024-01-01 16:37:00,88.720
2024-01-01 16:38:00,88.580
2024-01-01 16:39:00,88.440
2024-01-01 16:40:00,88.300
2024-01-01 16:41:00,88.160
2024-01-01 16:42:00,88.020
2024-01-01 16:43:00,87.880
2024-01-01 16:44:00,87.740
2024-01-01 16:45:00,87.590
2024-01-01 16:46:00,87.450
2024-01-01 16:47:00,87.300
2024-01-01 16:48:00,87.160
2024-01-01 16:49:00,87.010
2024-01-01 16:50:00,86.860
2024-01-01 16:51:00,86.720
2024-01-01 16:52:00,86.570
2024-01-01 16:53:00,86.420
2024-01-01 16:54:00,86.270
2024-01-01 16:55:00,86.120
2024-01-01 16:56:00,85.970
2024-01-01 16:57:00,85.820
2024-01-01 16:58:00,85.660
2024-01-01 16:59:00,85.510
2024-01-01 17:00:00,85.360
2024-01-01 17:01:00,85.200
2024-01-01 17:02:00,85.050
2024-01-01 17:03:00,84.890
2024-01-01 17:04:00,84.730
2024-01-01 17:05:00,84.580
2024-01-01 17:06:00,84.420
2024-01-01 17:07:00,84.260
2024-01-01 17:08:00,84.100
2024-01-01 17:09:00,83.940
2024-01-01 17:10:00,83.780
2024-01-01 17:11:00,83.620
2024-01-01 17:12:00,83.460
2024-01-01 17:13:00,83.290
2024-01-01 17:14:00,83.130
2024-01-01 17:15:00,82.970
2024-01-01 17:16:00,82.800
2024-01-01 17:17:00,82.640
2024-01-01 17:18:00,82.470
2024-01-01 17:19:00,82.310
2024-01-01 17:20:00,82.140
2024-01-01 17:21:00,81.970
2024-01-01 17:22:00,81.800
2024-01-01 17:23:00,81.640
2024-01-01 17:24:00,81.470
2024-01-01 17:25:00,81.300
2024-01-01 17:26:00,81.130
2024-01-01 17:27:00,80.950
2024-01-01 17:28:00,80.780
2024-01-01 17:29:00,80.610
2024-01-01 17:30:00,80.440
2024-01-01 17:31:00,80.260
2024-01-01 17:32:00,80.090
2024-01-01 17:33:00,79.920
2024-01-01 17:34:00,79.740
2024-01-01 17:35:00,79.570
2024-01-01 17:36:00,79.390
2024-01-01 17:37:00,79.210
2024-01-01 17:38:00,79.040
2024-01-01 17:39:00,78.860
2024-01-01 17:40:00,78.680
2024-01-01 17:41:00,78.500
2024-01-01 17:42:00,78.320
2024-01-01 17:43:00,78.140
2024-01-01 17:44:00,77.960
2024-01-01 17:45:00,77.780
2024-01-01 17:46:00,77.600
2024-01-01 17:47:00,77.410
2024-01-01 17:48:00,77.230
2024-01-01 17:49:00,77.050
2024-01-01 17:50:00,76.860
2024-01-01 17:51:00,76.680
2024-01-01 17:52:00,76.500
2024-01-01 17:53:00,76.310
2024-01-01 17:54:00,76.120
2024-01-01 17:55:00,75.940
2024-01-01 17:56:00,75.750
2024-01-01 17:57:00,75.560
2024-01-01 17:58:00,75.380
2024-01-01 17:59:00,75.190
2024-01-01 18:00:00,75.000
2024-01-01 18:01:00,74.810
2024-01-01 18:02:00,74.620
2024-01-01 18:03:00,74.430
2024-01-01 18:04:00,74.240
2024-01-01 18:05:00,74.050
2024-01-01 18:06:00,73.860
2024-01-01 18:07:00,73.670
2024-01-01 18:08:00,73.470
2024-01-01 18:09:00,73.280
2024-01-01 18:10:00,73.090
2024-01-01 18:11:00,72.890
2024-01-01 18:12:00,72.700
2024-01-01 18:13:00,72.500
2024-01-01 18:14:00,72.310
2024-01-01 18:15:00,72.110
2024-01-01 18:16:00,71.920
2024-01-01 18:17:00,71.720
2024-01-01 18:18:00,71.530
2024-01-01 18:19:00,71.330
2024-01-01 18:20:00,71.130
2024-01-01 18:21:00,70.930
2024-01-01 18:22:00,70.730
2024-01-01 18:23:00,70.540
2024-01-01 18:24:00,70.340
2024-01-01 18:25:00,70.140
2024-01-01 18:26:00,69.940
2024-01-01 18:27:00,69.740
2024-01-01 18:28:00,69.540
2024-01-01 18:29:00,69.340
2024-01-01 18:30:00,69.130
2024-01-01 18:31:00,68.930
2024-01-01 18:32:00,68.730
2024-01-01 18:33:00,68.530
2024-01-01 18:34:00,68.330
2024-01-01 18:35:00,68.120
2024-01-01 18:36:00,67.920
2024-01-01 18:37:00,67.710
2024-01-01 18:38:00,67.510
2024-01-01 18:39:00,67.310
2024-01-01 18:40:00,67.100
2024-01-01 18:41:00,66.900
2024-01-01 18:42:00,66.690
2024-01-01 18:43:00,66.480
2024-01-01 18:44:00,66.280
2024-01-01 18:45:00,66.070
2024-01-01 18:46:00,65.870
2024-01-01 18:47:00,65.660
2024-01-01 18:48:00,65.450
2024-01-01 18:49:00,65.240
2024-01-01 18:50:00,65.040
2024-01-01 18:51:00,64.830
2024-01-01 18:52:00,64.620
2024-01-01 18:53:00,64.410
2024-01-01 18:54:00,64.200
2024-01-01 18:55:00,63.990
2024-01-01 18:56:00,63.780
2024-01-01 18:57:00,63.570
2024-01-01 18:58:00,63.360
2024-01-01 18:59:00,63.150
2024-01-01 19:00:00,62.940
2024-01-01 19:01:00,62.730
2024-01-01 19:02:00,62.520
2024-01-01 19:03:00,62.310
2024-01-01 19:04:00,62.100
2024-01-01 19:05:00,61.880
2024-01-01 19:06:00,61.670
2024-01-01 19:07:00,61.460
2024-01-01 19:08:00,61.250
2024-01-01 19:09:00,61.030
2024-01-01 19:10:00,60.820
2024-01-01 19:11:00,60.610
2024-01-01 19:12:00,60.400
2024-01-01 19:13:00,60.180
2024-01-01 19:14:00,59.970
2024-01-01 19:15:00,59.750
2024-01-01 19:16:00,59.540
2024-01-01 19:17:00,59.330
2024-01-01 19:18:00,59.110
2024-01-01 19:19:00,58.900
2024-01-01 19:20:00,58.680
2024-01-01 19:21:00,58.470
2024-01-01 19:22:00,58.250
2024-01-01 19:23:00,58.040
2024-01-01 19:24:00,57.820
2024-01-01 19:25:00,57.610
2024-01-01 19:26:00,57.390
2024-01-01 19:27:00,57.170
2024-01-01 19:28:00,56.960
2024-01-01 19:29:00,56.740
2024-01-01 19:30:00,56.530
2024-01-01 19:31:00,56.310
2024-01-01 19:32:00,56.090
2024-01-01 19:33:00,55.880
2024-01-01 19:34:00,55.660
2024-01-01 19:35:00,55.440
2024-01-01 19:36:00,55.230
2024-01-01 19:37:00,55.010
2024-01-01 19:38:00,54.790
2024-01-01 19:39:00,54.580
2024-01-01 19:40:00,54.360
2024-01-01 19:41:00,54.140
2024-01-01 19:42:00,53.920
2024-01-01 19:43:00,53.710
2024-01-01 19:44:00,53.490
2024-01-01 19:45:00,53.270
2024-01-01 19:46:00,53.050
2024-01-01 19:47:00,52.830
2024-01-01 19:48:00,52.620
2024-01-01 19:49:00,52.400
2024-01-01 19:50:00,52.180
2024-01-01 19:51:00,51.960
2024-01-01 19:52:00,51.740
2024-01-01 19:53:00,51.530
2024-01-01 19:54:00,51.310
2024-01-01 19:55:00,51.090
2024-01-01 19:56:00,50.870
2024-01-01 19:57:00,50.650
2024-01-01 19:58:00,50.440
2024-01-01 19:59:00,50.220
2024-01-01 20:00:00,50.000
2024-01-01 20:01:00,49.780
2024-01-01 20:02:00,49.560
2024-01-01 20:03:00,49.350
2024-01-01 20:04:00,49.130
2024-01-01 20:05:00,48.910
2024-01-01 20:06:00,48.690
2024-01-01 20:07:00,48.470
2024-01-01 20:08:00,48.260
2024-01-01 20:09:00,48.040
2024-01-01 20:10:00,47.820
2024-01-01 20:11:00,47.600
2024-01-01 20:12:00,47.380
2024-01-01 20:13:00,47.170
2024-01-01 20:14:00,46.950
2024-01-01 20:15:00,46.730
2024-01-01 20:16:00,46.510
2024-01-01 20:17:00,46.290
2024-01-01 20:18:00,46.080
2024-01-01 20:19:00,45.860
2024-01-01 20:20:00,45.640
2024-01-01 20:21:00,45.420
2024-01-01 20:22:00,45.210
2024-01-01 20:23:00,44.990
2024-01-01 20:24:00,44.770
2024-01-01 20:25:00,44.560
2024-01-01 20:26:00,44.340
2024-01-01 20:27:00,44.120
2024-01-01 20:28:00,43.910
2024-01-01 20:29:00,43.690
2024-01-01 20:30:00,43.470
2024-01-01 20:31:00,43.260
2024-01-01 20:32:00,43.040
2024-01-01 20:33:00,42.830
2024-01-01 20:34:00,42.610
2024-01-01 20:35:00,42.390
2024-01-01 20:36:00,42.180
2024-01-01 20:37:00,41.960
2024-01-01 20:38:00,41.750
2024-01-01 20:39:00,41.530
2024-01-01 20:40:00,41.320
2024-01-01 20:41:00,41.100
2024-01-01 20:42:00,40.890
2024-01-01 20:43:00,40.670
2024-01-01 20:44:00,40.460
2024-01-01 20:45:00,40.250
2024-01-01 20:46:00,40.030
2024-01-01 20:47:00,39.820
2024-01-01 20:48:00,39.600
2024-01-01 20:49:00,39.390
2024-01-01 20:50:00,39.180
2024-01-01 20:51:00,38.970
2024-01-01 20:52:00,38.750
2024-01-01 20:53:00,38.540
2024-01-01 20:54:00,38.330
2024-01-01 20:55:00,38.120
2024-01-01 20:56:00,37.900
2024-01-01 20:57:00,37.690
2024-01-01 20:58:00,37.480
2024-01-01 20:59:00,37.270
2024-01-01 21:00:00,37.060
2024-01-01 21:01:00,36.850
2024-01-01 21:02:00,36.640
2024-01-01 21:03:00,36.430
2024-01-01 21:04:00,36.220
2024-01-01 21:05:00,36.010
2024-01-01 21:06:00,35.800
2024-01-01 21:07:00,35.590
2024-01-01 21:08:00,35.380
2024-01-01 21:09:00,35.170
2024-01-01 21:10:00,34.960
2024-01-01 21:11:00,34.760
2024-01-01 21:12:00,34.550
2024-01-01 21:13:00,34.340
2024-01-01 21:14:00,34.130
2024-01-01 21:15:00,33.930
2024-01-01 21:16:00,33.720
2024-01-01 21:17:00,33.520
2024-01-01 21:18:00,33.310
2024-01-01 21:19:00,33.100
2024-01-01 21:20:00,32.900
2024-01-01 21:21:00,32.690
2024-01-01 21:22:00,32.490
2024-01-01 21:23:00,32.290
2024-01-01 21:24:00,32.080
2024-01-01 21:25:00,31.880
2024-01-01 21:26:00,31.670
2024-01-01 21:27:00,31.470
2024-01-01 21:28:00,31.270
2024-01-01 21:29:00,31.070
2024-01-01 21:30:00,30.870
2024-01-01 21:31:00,30.660
2024-01-01 21:32:00,30.460
2024-01-01 21:33:00,30.260
2024-01-01 21:34:00,30.060
2024-01-01 21:35:00,29.860
2024-01-01 21:36:00,29.660
2024-01-01 21:37:00,29.460
2024-01-01 21:38:00,29.270
2024-01-01 21:39:00,29.070
2024-01-01 21:40:00,28.870
2024-01-01 21:41:00,28.670
2024-01-01 21:42:00,28.470
2024-01-01 21:43:00,28.280
2024-01-01 21:44:00,28.080
2024-01-01 21:45:00,27.890
2024-01-01 21:46:00,27.690
2024-01-01 21:47:00,27.500
2024-01-01 21:48:00,27.300
2024-01-01 21:49:00,27.110
2024-01-01 21:50:00,26.910
2024-01-01 21:51:00,26.720
2024-01-01 21:52:00,26.530
2024-01-01 21:53:00,26.330
2024-01-01 21:54:00,26.140
2024-01-01 21:55:00,25.950
2024-01-01 21:56:00,25.760
2024-01-01 21:57:00,25.570
2024-01-01 21:58:00,25.380
2024-01-01 21:59:00,25.190
2024-01-01 22:00:00,25.000
2024-01-01 22:01:00,24.810
2024-01-01 22:02:00,24.620
2024-01-01 22:03:00,24.440
2024-01-01 22:04:00,24.250
2024-01-01 22:05:00,24.060
2024-01-01 22:06:00,23.880
2024-01-01 22:07:00,23.690
2024-01-01 22:08:00,23.500
2024-01-01 22:09:00,23.320
2024-01-01 22:10:00,23.140
2024-01-01 22:11:00,22.950
2024-01-01 22:12:00,22.770
2024-01-01 22:13:00,22.590
2024-01-01 22:14:00,22.400
2024-01-01 22:15:00,22.220
2024-01-01 22:16:00,22.040
2024-01-01 22:17:00,21.860
2024-01-01 22:18:00,21.680
2024-01-01 22:19:00,21.500
2024-01-01 22:20:00,21.320
2024-01-01 22:21:00,21.140
2024-01-01 22:22:00,20.960
2024-01-01 22:23:00,20.790
2024-01-01 22:24:00,20.610
2024-01-01 22:25:00,20.430
2024-01-01 22:26:00,20.260
2024-01-01 22:27:00,20.080
2024-01-01 22:28:00,19.910
2024-01-01 22:29:00,19.740
2024-01-01 22:30:00,19.560
2024-01-01 22:31:00,19.390
2024-01-01 22:32:00,19.220
2024-01-01 22:33:00,19.050
2024-01-01 22:34:00,18.870
2024-01-01 22:35:00,18.700
2024-01-01 22:36:00,18.530
2024-01-01 22:37:00,18.360
2024-01-01 22:38:00,18.200
2024-01-01 22:39:00,18.030
2024-01-01 22:40:00,17.860
2024-01-01 22:41:00,17.690
2024-01-01 22:42:00,17.530
2024-01-01 22:43:00,17.360
2024-01-01 22:44:00,17.200
2024-01-01 22:45:00,17.030
2024-01-01 22:46:00,16.870
2024-01-01 22:47:00,16.710
2024-01-01 22:48:00,16.540
2024-01-01 22:49:00,16.380
2024-01-01 22:50:00,16.220
2024-01-01 22:51:00,16.060
2024-01-01 22:52:00,15.900
2024-01-01 22:53:00,15.740
2024-01-01 22:54:00,15.580
2024-01-01 22:55:00,15.420
2024-01-01 22:56:00,15.270
2024-01-01 22:57:00,15.110
2024-01-01 22:58:00,14.950
2024-01-01 22:59:00,14.800
2024-01-01 23:00:00,14.640
2024-01-01 23:01:00,14.490
2024-01-01 23:02:00,14.340
2024-01-01 23:03:00,14.180
2024-01-01 23:04:00,14.030
2024-01-01 23:05:00,13.880
2024-01-01 23:06:00,13.730
2024-01-01 23:07:00,13.580
2024-01-01 23:08:00,13.430
2024-01-01 23:09:00,13.280
2024-01-01 23:10:00,13.140
2024-01-01 23:11:00,12.990
2024-01-01 23:12:00,12.840
2024-01-01 23:13:00,12.700
2024-01-01 23:14:00,12.550
2024-01-01 23:15:00,12.410
2024-01-01 23:16:00,12.260
2024-01-01 23:17:00,12.120
2024-01-01 23:18:00,11.980
2024-01-01 23:19:00,11.840
2024-01-01 23:20:00,11.700
2024-01-01 23:21:00,11.560
2024-01-01 23:22:00,11.420
2024-01-01 23:23:00,11.280
2024-01-01 23:24:00,11.140
2024-01-01 23:25:00,11.010
2024-01-01 23:26:00,10.870
2024-01-01 23:27:00,10.730
2024-01-01 23:28:00,10.600
2024-01-01 23:29:00,10.470
2024-01-01 23:30:00,10.330
2024-01-01 23:31:00,10.200
2024-01-01 23:32:00,10.070
2024-01-01 23:33:00,9.940
2024-01-01 23:34:00,9.810
2024-01-01 23:35:00,9.680
2024-01-01 23:36:00,9.550
2024-01-01 23:37:00,9.420
2024-01-01 23:38:00,9.290
2024-01-01 23:39:00,9.170
2024-01-01 23:40:00,9.040
2024-01-01 23:41:00,8.920
2024-01-01 23:42:00,8.790
2024-01-01 23:43:00,8.670
2024-01-01 23:44:00,8.550
2024-01-01 23:45:00,8.430
2024-01-01 23:46:00,8.310
2024-01-01 23:47:00,8.190
2024-01-01 23:48:00,8.070
2024-01-01 23:49:00,7.950
2024-01-01 23:50:00,7.830
2024-01-01 23:51:00,7.710
2024-01-01 23:52:00,7.600
2024-01-01 23:53:00,7.480
2024-01-01 23:54:00,7.370
2024-01-01 23:55:00,7.250
2024-01-01 23:56:00,7.140
2024-01-01 23:57:00,7.030
2024-01-01 23:58:00,6.920
2024-01-01 23:59:00,6.810
